time (s)	det(V)
6458.773540	-0.416444	
6458.775539	-0.397753	
6458.777540	-0.381152	
6458.779539	-0.358065	
6458.781539	-0.339325	
6458.783540	-0.320029	
6458.787540	-0.300984	
6458.789540	-0.262389	
6458.791540	-0.249361	
6458.793540	-0.235738	
6458.795540	-0.219662	
6458.799539	-0.203644	
6458.801540	-0.182628	
6458.803540	-0.170722	
6458.805540	-0.164895	
6458.807540	-0.147150	
6458.809540	-0.137859	
6458.811540	-0.129388	
6458.813540	-0.116539	
6458.815539	-0.109107	
6458.819539	-0.101043	
6458.821539	-0.092364	
6458.823540	-0.084332	
6458.825540	-0.076698	
6458.827540	-0.067309	
6458.829540	-0.057895	
6458.831539	-0.052726	
6458.833539	-0.049371	
6458.835540	-0.039947	
6458.839539	-0.040337	
6458.841539	-0.036729	
6458.845540	-0.032490	
6458.847540	-0.019383	
6458.849540	-0.013225	
6458.851540	-0.010835	
6458.853539	-0.004593	
6458.857539	-0.010132	
6458.859540	-0.008322	
6458.861540	-0.005004	
6458.865540	0.000974	
6458.867540	0.009131	
6458.869540	0.013817	
6458.871539	0.013084	
6458.873539	0.014366	
6458.875539	0.015663	
6458.879540	0.012066	
6458.883540	0.015480	
6458.885540	0.023222	
6458.887540	0.024291	
6458.889540	0.021800	
6458.891539	0.022864	
6458.895539	0.025090	
6458.897540	0.019440	
6458.899539	0.020995	
6458.901540	0.023679	
6458.903542	0.031163	
6458.905540	0.027671	
6458.907540	0.029317	
6458.909540	0.029019	
6458.911539	0.030338	
6458.915539	0.031221	
6458.917539	0.026384	
6458.919539	0.027052	
6458.921539	0.024180	
6458.923540	0.029078	
6458.925540	0.030362	
6458.927540	0.028416	
6458.929540	0.029268	
6458.931539	0.031442	
6458.935539	0.030537	
6458.937539	0.025509	
6458.941540	0.022868	
6458.943539	0.027882	
6458.945540	0.027923	
6458.947540	0.028997	
6458.949540	0.027653	
6458.953540	0.030557	
6458.955540	0.019535	
6458.957540	0.019238	
6458.961540	0.018283	
6458.963540	0.027119	
6458.965540	0.026064	
6458.967540	0.027829	
6458.969540	0.027664	
6458.971540	0.023334	
6458.975539	0.016115	
6458.979540	0.016333	
6458.981539	0.023332	
6458.983540	0.023480	
6458.985540	0.023730	
6458.987539	0.023069	
6458.991539	0.020270	
6458.993540	0.011923	
6458.995539	0.014066	
6458.997539	0.013485	
6458.999540	0.017055	
6459.001540	0.021717	
6459.003540	0.021810	
6459.005540	0.013813	
6459.007539	0.018068	
6459.011539	0.014187	
6459.013540	0.010651	
6459.015540	0.009710	
6459.017540	0.010993	
6459.019540	0.017397	
6459.021540	0.013159	
6459.023540	0.013362	
6459.025540	0.009301	
6459.027540	0.010720	
6459.031539	0.010610	
6459.035539	0.005962	
6459.037540	0.008803	
6459.039540	0.010037	
6459.041539	0.008868	
6459.043540	0.005495	
6459.045540	0.008335	
6459.047540	0.007807	
6459.049540	-0.000189	
6459.051540	0.001420	
6459.053541	0.001899	
6459.055539	-0.001688	
6459.059540	-0.001232	
6459.061540	0.004469	
6459.063540	0.005714	
6459.065540	0.002898	
6459.067539	0.005876	
6459.071539	0.007122	
6459.073540	-0.005675	
6459.075540	-0.005636	
6459.079540	-0.008740	
6459.081540	-0.001177	
6459.083540	0.000215	
6459.085540	-0.000643	
6459.087540	-0.002087	
6459.089540	-0.004374	
6459.093539	-0.009165	
6459.097540	-0.013516	
6459.099540	-0.004393	
6459.101540	-0.004817	
6459.103540	-0.002582	
6459.105539	-0.009216	
6459.109539	-0.007075	
6459.111540	-0.015457	
6459.113540	-0.012390	
6459.115540	-0.014530	
6459.117541	-0.008851	
6459.119540	-0.007226	
6459.121540	-0.011548	
6459.123540	-0.013615	
6459.125540	-0.012752	
6459.129539	-0.012515	
6459.131539	-0.018869	
6459.133540	-0.018190	
6459.135539	-0.016804	
6459.137540	-0.012862	
6459.139540	-0.014437	
6459.141539	-0.017160	
6459.143540	-0.016071	
6459.145540	-0.016087	
6459.149539	-0.017310	
6459.151540	-0.020369	
6459.155540	-0.018183	
6459.157540	-0.018308	
6459.159540	-0.019431	
6459.161539	-0.021790	
6459.163540	-0.016193	
6459.167539	-0.016793	
6459.169539	-0.023428	
6459.171539	-0.024051	
6459.175540	-0.027452	
6459.177540	-0.019811	
6459.179540	-0.019241	
6459.181540	-0.020835	
6459.183540	-0.021300	
6459.185540	-0.020107	
6459.189539	-0.025587	
6459.193540	-0.026261	
6459.195540	-0.020133	
6459.197542	-0.019680	
6459.199539	-0.020573	
6459.201540	-0.017702	
6459.205539	-0.018801	
6459.207539	-0.026442	
6459.209540	-0.030079	
6459.213540	-0.028646	
6459.215540	-0.019912	
6459.217539	-0.018086	
6459.219539	-0.019534	
6459.221540	-0.018662	
6459.223540	-0.018268	
6459.227539	-0.026008	
6459.231540	-0.022445	
6459.233539	-0.012942	
6459.235543	-0.012873	
6459.237540	-0.015393	
6459.239540	-0.013079	
6459.243539	-0.013790	
6459.245539	-0.019022	
6459.247539	-0.016417	
6459.251540	-0.012699	
6459.253540	0.000960	
6459.255540	-0.005790	
6459.257540	-0.003429	
6459.259540	-0.002898	
6459.261539	-0.001772	
6459.265539	0.000826	
6459.269543	0.005659	
6459.271541	0.012914	
6459.273540	0.015179	
6459.275541	0.014666	
6459.277540	0.021960	
6459.281539	0.025662	
6459.283539	0.026023	
6459.285539	0.028369	
6459.287539	0.037698	
6459.289540	0.044243	
6459.291540	0.046168	
6459.293539	0.052158	
6459.295540	0.059255	
6459.297541	0.065894	
6459.301539	0.069951	
6459.303539	0.082236	
6459.305540	0.085145	
6459.307541	0.093582	
6459.309540	0.104340	
6459.311540	0.110810	
6459.313540	0.126161	
6459.315539	0.131875	
6459.317540	0.143602	
6459.321539	0.154014	
6459.323540	0.166941	
6459.327540	0.177009	
6459.329540	0.212245	
6459.331539	0.223650	
6459.333539	0.238019	
6459.335540	0.254467	
6459.339539	0.269015	
6459.341540	0.292460	
6459.343540	0.310619	
6459.347540	0.329509	
6459.349540	0.375674	
6459.351539	0.396759	
6459.353540	0.418932	
6459.355539	0.443095	
6459.357539	0.464439	
6459.361539	0.485610	
6459.365540	0.544439	
6459.367540	0.611806	
6459.369539	0.644599	
6459.371540	0.673229	
6459.373540	0.711892	
6459.377539	0.747002	
6459.379539	0.821273	
6459.381540	0.863364	
6459.383539	0.909197	
6459.385540	0.961168	
6459.387540	1.007697	
6459.389539	1.057208	
6459.391540	1.108988	
6459.393539	1.161104	
6459.397539	1.214042	
6459.399540	1.325397	
6459.401540	1.389727	
6459.403540	1.457065	
6459.405541	1.528573	
6459.407540	1.588631	
6459.409539	1.596644	
6459.411540	1.596952	
6459.413539	1.596982	
6459.417539	1.597016	
6459.419539	1.597111	
6459.423540	1.597066	
6459.425540	1.597056	
6459.427540	1.597034	
6459.429541	1.597071	
6459.431540	1.597070	
6459.435539	1.597118	
6459.437539	1.597190	
6459.439540	1.597061	
6459.441539	1.597135	
6459.443542	1.597160	
6459.445539	1.597161	
6459.447540	1.597125	
6459.449539	1.597137	
6459.451540	1.597051	
6459.455539	1.597014	
6459.457540	1.597102	
6459.459539	1.597141	
6459.461540	1.597034	
6459.463540	1.597050	
6459.465539	1.596906	
6459.467540	1.596967	
6459.469540	1.596949	
6459.471539	1.597007	
6459.475539	1.596980	
6459.477539	1.597079	
6459.481540	1.597071	
6459.483540	1.597011	
6459.485540	1.596960	
6459.487539	1.596952	
6459.489541	1.596901	
6459.493539	1.596962	
6459.495540	1.597043	
6459.497539	1.597038	
6459.499540	1.597147	
6459.501540	1.597154	
6459.503540	1.597111	
6459.505540	1.597161	
6459.507539	1.597088	
6459.509539	1.597102	
6459.513539	1.597136	
6459.515542	1.597236	
6459.517540	1.597162	
6459.519539	1.597139	
6459.521540	1.597051	
6459.523539	1.596967	
6459.525540	1.597030	
6459.527540	1.597044	
6459.529540	1.597070	
6459.533539	1.597089	
6459.535540	1.597097	
6459.539540	1.597103	
6459.541539	1.597071	
6459.543540	1.597150	
6459.545539	1.597131	
6459.547541	1.597154	
6459.551539	1.597134	
6459.553539	1.597167	
6459.555540	1.597219	
6459.557539	1.597193	
6459.559540	1.597143	
6459.561540	1.595310	
6459.563540	1.517552	
6459.565539	1.377153	
6459.567540	1.247278	
6459.571539	1.116949	
6459.573539	0.835596	
6459.575540	0.692482	
6459.577540	0.554300	
6459.579540	0.422158	
6459.581540	0.289721	
6459.583539	0.147859	
6459.585540	0.004032	
6459.587540	-0.137663	
6459.591541	-0.280780	
6459.595540	-0.565528	
6459.597540	-0.843390	
6459.599539	-0.979615	
6459.601539	-1.117385	
6459.603540	-1.253289	
6459.605540	-1.391875	
6459.607539	-1.535430	
6459.609539	-1.652889	
6459.611541	-1.663935	
6459.613540	-1.664082	
6459.617540	-1.664205	
6459.619540	-1.664567	
6459.621540	-1.664755	
6459.623540	-1.664950	
6459.625542	-1.665049	
6459.627539	-1.665186	
6459.629540	-1.665306	
6459.631540	-1.665320	
6459.633540	-1.665330	
6459.635540	-1.665384	
6459.637541	-1.665374	
6459.641540	-1.665372	
6459.643539	-1.665323	
6459.645539	-1.665345	
6459.647539	-1.665340	
6459.649540	-1.665398	
6459.653539	-1.665483	
6459.655539	-1.665478	
6459.657540	-1.665380	
6459.661540	-1.665393	
6459.663540	-1.665368	
6459.665540	-1.665367	
6459.667540	-1.665410	
6459.669540	-1.665381	
6459.673539	-1.665373	
6459.677540	-1.665361	
6459.679540	-1.665357	
6459.681539	-1.665343	
6459.683539	-1.665415	
6459.685540	-1.665406	
6459.687539	-1.665397	
6459.691539	-1.665406	
6459.693540	-1.665401	
6459.695540	-1.665389	
6459.699540	-1.665360	
6459.701539	-1.665364	
6459.703540	-1.665388	
6459.705539	-1.665368	
6459.707539	-1.665427	
6459.711540	-1.665458	
6459.715539	-1.665346	
6459.717540	-1.665398	
6459.719539	-1.665364	
6459.721539	-1.665343	
6459.723539	-1.665357	
6459.725540	-1.665352	
6459.727540	-1.665310	
6459.729539	-1.665313	
6459.731541	-1.665210	
6459.733540	-1.665114	
6459.735541	-1.665072	
6459.739540	-1.664925	
6459.741540	-1.664676	
6459.743540	-1.664634	
6459.745540	-1.664507	
6459.747541	-1.664333	
6459.749540	-1.664258	
6459.751540	-1.664172	
6459.753540	-1.664091	
6459.755540	-1.663992	
6459.759540	-1.663910	
6459.761540	-1.645125	
6459.763539	-1.566578	
6459.765541	-1.497368	
6459.767539	-1.432097	
6459.769539	-1.363388	
6459.771540	-1.305262	
6459.773540	-1.256871	
6459.775540	-1.202133	
6459.777541	-1.151426	
6459.781540	-1.097030	
6459.783540	-0.994390	
6459.785540	-0.941999	
6459.787540	-0.899474	
6459.789540	-0.858985	
6459.791541	-0.814810	
6459.793540	-0.778034	
6459.795540	-0.747559	
6459.797539	-0.705973	
6459.799539	-0.672585	
6459.801540	-0.639354	
6459.805540	-0.603027	
6459.807540	-0.542347	
6459.809540	-0.517081	
6459.811542	-0.495274	
6459.813541	-0.464012	
6459.817539	-0.442301	
6459.819540	-0.403976	
6459.821539	-0.386066	
6459.823539	-0.368436	
6459.825540	-0.343572	
6459.827540	-0.327027	
6459.829540	-0.307239	
6459.831539	-0.291967	
6459.833539	-0.272929	
6459.837539	-0.258511	
6459.839539	-0.240204	
6459.841541	-0.225781	
6459.843540	-0.213302	
6459.845540	-0.200589	
6459.847540	-0.183285	
6459.849540	-0.174417	
6459.851540	-0.163905	
6459.853541	-0.154130	
6459.857539	-0.148260	
6459.861539	-0.135614	
6459.863540	-0.111766	
6459.865539	-0.105739	
6459.867539	-0.097686	
6459.869539	-0.090465	
6459.871540	-0.086090	
6459.875539	-0.081584	
6459.877539	-0.077547	
6459.879540	-0.069810	
6459.883540	-0.065485	
6459.885541	-0.047177	
6459.887540	-0.044825	
6459.889540	-0.039663	
6459.891541	-0.038231	
6459.893540	-0.035463	
6459.897540	-0.037415	
6459.901540	-0.031103	
6459.903540	-0.014879	
6459.905539	-0.018521	
6459.907540	-0.016055	
6459.909541	-0.014572	
6459.913539	-0.013144	
6459.915540	-0.012918	
6459.917540	-0.010702	
6459.919540	-0.003163	
6459.921540	-0.001600	
6459.923540	0.000527	
6459.925540	0.001267	
6459.927540	0.002071	
6459.929540	0.004969	
6459.933539	0.005641	
6459.935540	0.004905	
6459.937540	0.005033	
6459.939539	0.004731	
6459.941540	0.010104	
6459.943541	0.008932	
6459.945540	0.012164	
6459.947548	0.011357	
6459.949540	0.013068	
6459.953539	0.014282	
6459.957539	0.010858	
6459.959540	0.013889	
6459.961540	0.013469	
6459.963540	0.017242	
6459.965541	0.016815	
6459.967540	0.020798	
6459.969540	0.016801	
6459.971540	0.007955	
6459.973540	0.010638	
6459.975539	0.009365	
6459.979540	0.009552	
6459.981540	0.019229	
6459.983540	0.019138	
6459.985539	0.018665	
6459.987540	0.018594	
6459.991539	0.017399	
6459.993539	0.010045	
6459.995539	0.008565	
6459.999540	0.013036	
6460.001539	0.020820	
6460.003539	0.018491	
6460.005539	0.013649	
6460.007539	0.014067	
6460.011539	0.013441	
6460.013540	0.010025	
6460.017540	0.007769	
6460.019540	0.020376	
6460.021539	0.012667	
6460.023539	0.012715	
6460.025539	0.014233	
6460.029539	0.011899	
6460.031540	0.007875	
6460.033540	0.009297	
6460.037540	0.009055	
6460.039540	0.014065	
6460.041540	0.010887	
6460.043540	0.009026	
6460.045541	0.011905	
6460.047539	0.010725	
6460.051540	0.005062	
6460.055540	0.006750	
6460.057540	0.010768	
6460.059542	0.005894	
6460.061540	0.004562	
6460.063539	0.009535	
6460.067539	0.008894	
6460.069540	0.002386	
6460.071539	-0.001104	
6460.075540	0.001311	
6460.077540	0.002779	
6460.079539	0.005447	
6460.081540	0.005176	
6460.083541	0.003380	
6460.085540	0.006009	
6460.089540	-0.001384	
6460.093540	-0.004878	
6460.095539	0.002746	
6460.097541	0.003271	
6460.099539	-0.000749	
6460.101540	0.001564	
6460.105539	0.004226	
6460.107539	-0.008423	
6460.109540	-0.008268	
6460.111539	-0.010034	
6460.113540	-0.000664	
6460.115540	-0.000041	
6460.117540	-0.003122	
6460.119539	-0.000916	
6460.121540	-0.003653	
6460.125539	-0.005165	
6460.127540	-0.014042	
6460.129540	-0.009930	
6460.131540	-0.012843	
6460.133540	-0.004124	
6460.135540	-0.003726	
6460.137539	-0.007817	
6460.139539	-0.006762	
6460.141540	-0.009176	
6460.145539	-0.010557	
6460.147539	-0.013606	
6460.149540	-0.014004	
6460.151540	-0.013554	
6460.153540	-0.009301	
6460.155540	-0.007774	
6460.157540	-0.011678	
6460.159540	-0.012537	
6460.161540	-0.014447	
6460.165539	-0.011801	
6460.169539	-0.017406	
6460.171540	-0.017623	
6460.173540	-0.013242	
6460.175539	-0.016004	
6460.177539	-0.018512	
6460.179541	-0.014668	
6460.183539	-0.015027	
6460.185540	-0.018448	
6460.187539	-0.021060	
6460.191540	-0.022219	
6460.193539	-0.015851	
6460.195540	-0.017707	
6460.197540	-0.017267	
6460.199541	-0.016879	
6460.203540	-0.017810	
6460.205541	-0.025988	
6460.209540	-0.024632	
6460.211540	-0.019293	
6460.213539	-0.014701	
6460.215539	-0.018900	
6460.217542	-0.016164	
6460.221539	-0.014642	
6460.223539	-0.024809	
6460.225540	-0.024626	
6460.229540	-0.028813	
6460.231539	-0.018720	
6460.233539	-0.017282	
6460.235540	-0.013890	
6460.237540	-0.018552	
6460.241539	-0.021622	
6460.245539	-0.028245	
6460.247540	-0.019713	
6460.249540	-0.019986	
6460.251540	-0.014162	
6460.253539	-0.017796	
6460.255540	-0.018519	
6460.259539	-0.017045	
6460.261541	-0.024958	
6460.263539	-0.020511	
6460.267540	-0.019605	
6460.269540	-0.010663	
6460.271539	-0.016849	
6460.273539	-0.014627	
6460.275540	-0.012396	
6460.279539	-0.015814	
6460.281540	-0.014498	
6460.285540	-0.015990	
6460.287540	-0.006375	
6460.289541	-0.004905	
6460.291540	-0.006707	
6460.293540	-0.004046	
6460.297539	0.000574	
6460.299539	-0.002425	
6460.301540	0.001157	
6460.305540	0.000500	
6460.307540	0.012628	
6460.309540	0.013994	
6460.311540	0.014596	
6460.313539	0.021670	
6460.317539	0.022711	
6460.319540	0.026595	
6460.323540	0.025917	
6460.325539	0.040076	
6460.327539	0.042937	
6460.329540	0.048911	
6460.331539	0.054345	
6460.335539	0.059215	
6460.337539	0.064128	
6460.339540	0.068854	
6460.343540	0.076468	
6460.345540	0.094510	
6460.347539	0.102569	
6460.349540	0.108803	
6460.351540	0.120389	
6460.353543	0.125391	
6460.357540	0.127406	
6460.361540	0.145356	
6460.363539	0.174097	
6460.365540	0.184737	
6460.367541	0.196226	
6460.369539	0.212974	
6460.373539	0.219068	
6460.375539	0.241903	
6460.377539	0.252900	
6460.379539	0.272974	
6460.381541	0.291817	
6460.383539	0.312352	
6460.385540	0.331587	
6460.387540	0.346264	
6460.389540	0.364869	
6460.393539	0.379430	
6460.397539	0.418245	
6460.399540	0.467394	
6460.401540	0.497399	
6460.403542	0.524963	
6460.405539	0.550510	
6460.407539	0.579950	
6460.409540	0.609173	
6460.411540	0.633725	
6460.413540	0.671532	
6460.415540	0.704800	
6460.417539	0.742949	
6460.421540	0.781788	
6460.423540	0.866534	
6460.425541	0.909896	
6460.427539	0.950632	
6460.429540	1.002075	
6460.433539	1.049117	
6460.435540	1.143909	
6460.437539	1.191536	
6460.439540	1.246789	
6460.441541	1.303007	
6460.443540	1.360842	
6460.445540	1.423435	
6460.447540	1.489800	
6460.449540	1.558347	
6460.453539	1.594536	
6460.455539	1.597067	
6460.457540	1.597123	
6460.459541	1.597118	
6460.461540	1.597205	
6460.463539	1.597131	
6460.465539	1.597084	
6460.467540	1.597069	
6460.469540	1.597155	
6460.473539	1.597076	
6460.475539	1.597168	
6460.479540	1.597224	
6460.481540	1.597127	
6460.483540	1.597093	
6460.485540	1.597082	
6460.487545	1.597067	
6460.491539	1.597080	
6460.493539	1.597028	
6460.495539	1.597089	
6460.497540	1.597198	
6460.499542	1.597211	
6460.501540	1.597050	
6460.503540	1.597053	
6460.505540	1.597061	
6460.507539	1.597016	
6460.511539	1.596957	
6460.513540	1.597104	
6460.515540	1.597126	
6460.517541	1.597151	
6460.519540	1.597111	
6460.521540	1.597073	
6460.523540	1.597108	
6460.525540	1.597035	
6460.527540	1.597029	
6460.531539	1.597088	
6460.533539	1.597072	
6460.537540	1.597065	
6460.539540	1.597051	
6460.541540	1.596956	
6460.543540	1.597094	
6460.545539	1.597129	
6460.549539	1.597113	
6460.551540	1.597143	
6460.553540	1.597142	
6460.557540	1.597197	
6460.559539	1.597148	
6460.561540	1.597096	
6460.563540	1.597076	
6460.565540	1.597046	
6460.567539	1.597057	
6460.571540	1.597061	
6460.575540	1.597156	
6460.577540	1.597146	
6460.579540	1.597113	
6460.581540	1.597134	
6460.583540	1.597114	
6460.587539	1.597109	
6460.589540	1.597075	
6460.591540	1.589525	
6460.593540	1.481444	
6460.595541	1.355339	
6460.597540	1.232384	
6460.599539	1.106981	
6460.601539	0.974830	
6460.603539	0.846971	
6460.607539	0.711091	
6460.609539	0.441952	
6460.611539	0.314663	
6460.613540	0.188058	
6460.615540	0.054216	
6460.617539	-0.079731	
6460.619539	-0.211930	
6460.621544	-0.351504	
6460.623539	-0.478702	
6460.627539	-0.612994	
6460.629540	-0.881129	
6460.633540	-1.013262	
6460.635539	-1.265605	
6460.637539	-1.397480	
6460.639540	-1.528844	
6460.641540	-1.643392	
6460.645539	-1.663870	
6460.647539	-1.664141	
6460.649539	-1.664320	
6460.653540	-1.664446	
6460.655540	-1.664803	
6460.657540	-1.664961	
6460.659540	-1.665115	
6460.661539	-1.665172	
6460.665539	-1.665215	
6460.669539	-1.665288	
6460.671540	-1.665383	
6460.673540	-1.665352	
6460.675541	-1.665360	
6460.677540	-1.665390	
6460.679539	-1.665425	
6460.681540	-1.665372	
6460.683540	-1.665390	
6460.685540	-1.665372	
6460.687539	-1.665406	
6460.691539	-1.665395	
6460.693540	-1.665362	
6460.695540	-1.665414	
6460.697541	-1.665368	
6460.699540	-1.665364	
6460.701540	-1.665356	
6460.705539	-1.665435	
6460.707539	-1.665342	
6460.709540	-1.665389	
6460.713540	-1.665347	
6460.715539	-1.665352	
6460.717540	-1.665366	
6460.719539	-1.665429	
6460.721540	-1.665424	
6460.725539	-1.665401	
6460.729539	-1.665367	
6460.731540	-1.665397	
6460.733540	-1.665404	
6460.735540	-1.665373	
6460.737539	-1.665450	
6460.739540	-1.665449	
6460.741540	-1.665412	
6460.743539	-1.665380	
6460.745539	-1.665423	
6460.747539	-1.665322	
6460.749540	-1.665286	
6460.753541	-1.665240	
6460.755540	-1.665049	
6460.757545	-1.665010	
6460.759540	-1.664885	
6460.761539	-1.664811	
6460.765539	-1.664699	
6460.767540	-1.664458	
6460.769540	-1.664380	
6460.773540	-1.664280	
6460.775540	-1.664070	
6460.777539	-1.663961	
6460.779540	-1.663846	
6460.781540	-1.661977	
6460.785539	-1.604798	
6460.789539	-1.470945	
6460.791540	-1.334154	
6460.793539	-1.274601	
6460.795539	-1.212970	
6460.797540	-1.159643	
6460.799540	-1.098187	
6460.801539	-1.047641	
6460.803540	-1.003299	
6460.805540	-0.955234	
6460.807540	-0.906942	
6460.811540	-0.861746	
6460.813540	-0.767457	
6460.815540	-0.728335	
6460.817539	-0.686387	
6460.819541	-0.651430	
6460.821540	-0.619580	
6460.825539	-0.582802	
6460.827539	-0.531382	
6460.829539	-0.495759	
6460.833540	-0.472408	
6460.835540	-0.415004	
6460.837540	-0.391949	
6460.839539	-0.371826	
6460.841541	-0.346077	
6460.845539	-0.330340	
6460.847540	-0.292334	
6460.851540	-0.274095	
6460.853539	-0.234126	
6460.855539	-0.218919	
6460.857539	-0.207743	
6460.859540	-0.190832	
6460.863539	-0.178114	
6460.865539	-0.157374	
6460.867540	-0.145652	
6460.871540	-0.133976	
6460.873541	-0.110870	
6460.875540	-0.103322	
6460.877539	-0.094165	
6460.879540	-0.083043	
6460.881540	-0.078839	
6460.885539	-0.071196	
6460.889540	-0.061009	
6460.891539	-0.043590	
6460.893540	-0.038547	
6460.895541	-0.032153	
6460.897540	-0.024377	
6460.901539	-0.021083	
6460.903540	-0.017933	
6460.905540	-0.014671	
6460.907540	-0.012748	
6460.909540	-0.004581	
6460.911540	0.000081	
6460.913539	0.006694	
6460.915540	0.007178	
6460.917539	0.012617	
6460.921539	0.014490	
6460.923540	0.013596	
6460.925541	0.010129	
6460.927540	0.014737	
6460.929543	0.026741	
6460.931539	0.026587	
6460.933540	0.029531	
6460.935540	0.031374	
6460.937540	0.030335	
6460.941539	0.031480	
6460.945539	0.024291	
6460.947540	0.031740	
6460.949540	0.038536	
6460.951540	0.038730	
6460.953541	0.036992	
6460.955539	0.038000	
6460.959539	0.039127	
6460.961541	0.031256	
6460.963539	0.038055	
6460.967541	0.034811	
6460.969540	0.043305	
6460.971541	0.039809	
6460.973539	0.041401	
6460.975540	0.040892	
6460.979539	0.036087	
6460.981539	0.035318	
6460.985540	0.038712	
