crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	-64.013077	6018	0.000000
281474976710655.000000	-58.031361	6019	0.000000
281474976710655.000000	-62.963783	6020	0.000000
281474976710655.000000	-59.140434	6021	0.000000
281474976710655.000000	-50.008389	6022	0.000000
281474976710655.000000	-58.974628	6023	0.000000
281474976710655.000000	-62.231731	6024	0.000000
281474976710655.000000	-93.284897	6025	0.000000
281474976710655.000000	-62.060852	6026	0.000000
281474976710655.000000	-89.637222	6027	0.000000
281474976710655.000000	-42.171543	6028	0.000000
281474976710655.000000	-45.005482	6029	0.000000
281474976710655.000000	-42.384312	6030	0.000000
281474976710655.000000	-64.938118	6031	0.000000
281474976710655.000000	-68.921341	6032	0.000000
281474976710655.000000	-45.508244	6033	0.000000
281474976710655.000000	-61.431278	6034	0.000000
281474976710655.000000	-57.399769	6035	0.000000
281474976710655.000000	-62.092747	6036	0.000000
281474976710655.000000	-63.194435	6037	0.000000
281474976710655.000000	-60.273891	6038	0.000000
281474976710655.000000	-57.370491	6039	0.000000
281474976710655.000000	-40.416199	6040	0.000000
281474976710655.000000	-47.326244	6041	0.000000
281474976710655.000000	-51.724228	6042	0.000000
281474976710655.000000	-58.813385	6043	0.000000
281474976710655.000000	-62.713917	6044	0.000000
281474976710655.000000	-43.178471	6045	0.000000
281474976710655.000000	-90.513245	6046	0.000000
281474976710655.000000	-39.816124	6047	0.000000
281474976710655.000000	-45.031410	6048	0.000000
281474976710655.000000	-92.161407	6049	0.000000
281474976710655.000000	-90.818649	6050	0.000000
281474976710655.000000	-43.710926	6051	0.000000
281474976710655.000000	-44.833332	6052	0.000000
281474976710655.000000	-62.661148	6053	0.000000
281474976710655.000000	-62.239742	6054	0.000000
281474976710655.000000	-90.952446	6055	0.000000
281474976710655.000000	-60.383068	6056	0.000000
281474976710655.000000	-56.950905	6057	0.000000
281474976710655.000000	-59.843163	6058	0.000000
281474976710655.000000	-55.397835	6059	0.000000
281474976710655.000000	-58.991383	6060	0.000000
281474976710655.000000	-88.853218	6061	0.000000
281474976710655.000000	-61.557030	6062	0.000000
281474976710655.000000	-45.711121	6063	0.000000
281474976710655.000000	-92.625824	6064	0.000000
281474976710655.000000	-36.972645	6065	0.000000
281474976710655.000000	-46.262405	6066	0.000000
281474976710655.000000	-44.750782	6067	0.000000
281474976710655.000000	-58.549553	6068	0.000000
281474976710655.000000	-54.205536	6069	0.000000
281474976710655.000000	-57.833885	6070	0.000000
281474976710655.000000	-53.169247	6071	0.000000
281474976710655.000000	-58.648499	6072	0.000000
281474976710655.000000	-52.599663	6073	0.000000
281474976710655.000000	-46.941147	6074	0.000000
281474976710655.000000	-40.761261	6075	0.000000
281474976710655.000000	-44.757339	6076	0.000000
281474976710655.000000	-56.917526	6077	0.000000
281474976710655.000000	-57.097595	6078	0.000000
281474976710655.000000	-40.280865	6079	0.000000
281474976710655.000000	-57.232422	6080	0.000000
281474976710655.000000	-52.588345	6081	0.000000
281474976710655.000000	-44.360703	6082	0.000000
281474976710655.000000	-53.414631	6083	0.000000
281474976710655.000000	-63.820553	6084	0.000000
281474976710655.000000	-51.751358	6085	0.000000
281474976710655.000000	-73.681290	6086	0.000000
281474976710655.000000	-53.869377	6087	0.000000
281474976710655.000000	-52.697060	6088	0.000000
281474976710655.000000	-85.105095	6089	0.000000
281474976710655.000000	-53.436237	6090	0.000000
281474976710655.000000	-43.096214	6091	0.000000
281474976710655.000000	-54.090855	6092	0.000000
281474976710655.000000	-70.138969	6093	0.000000
281474976710655.000000	-45.012630	6094	0.000000
281474976710655.000000	-44.222237	6095	0.000000
281474976710655.000000	-60.193092	6096	0.000000
281474976710655.000000	-40.325607	6097	0.000000
281474976710655.000000	-56.075405	6098	0.000000
281474976710655.000000	-70.072197	6099	0.000000
281474976710655.000000	-37.698532	6100	0.000000
281474976710655.000000	-67.718437	6101	0.000000
281474976710655.000000	-59.434902	6102	0.000000
281474976710655.000000	-48.816032	6103	0.000000
281474976710655.000000	-54.712009	6104	0.000000
281474976710655.000000	-65.260544	6105	0.000000
281474976710655.000000	-75.062332	6106	0.000000
281474976710655.000000	-46.626091	6107	0.000000
281474976710655.000000	-41.140873	6108	0.000000
281474976710655.000000	-50.115364	6109	0.000000
281474976710655.000000	-53.664875	6110	0.000000
281474976710655.000000	-38.818142	6111	0.000000
281474976710655.000000	-54.808414	6112	0.000000
281474976710655.000000	-38.168446	6113	0.000000
281474976710655.000000	-43.539150	6114	0.000000
281474976710655.000000	-55.618443	6115	0.000000
281474976710655.000000	-84.119888	6116	0.000000
281474976710655.000000	-47.371895	6117	0.000000
281474976710655.000000	-53.110142	6118	0.000000
281474976710655.000000	-64.092178	6119	0.000000
281474976710655.000000	-53.647526	6120	0.000000
281474976710655.000000	-66.038895	6121	0.000000
281474976710655.000000	-52.844212	6122	0.000000
281474976710655.000000	-57.284977	6123	0.000000
281474976710655.000000	-80.409317	6124	0.000000
281474976710655.000000	-48.690723	6125	0.000000
281474976710655.000000	-47.451553	6126	0.000000
281474976710655.000000	-40.728058	6127	0.000000
281474976710655.000000	-65.249245	6128	0.000000
281474976710655.000000	-55.452606	6129	0.000000
281474976710655.000000	-67.209343	6130	0.000000
281474976710655.000000	-47.616947	6131	0.000000
281474976710655.000000	-42.654778	6132	0.000000
281474976710655.000000	-55.684719	6133	0.000000
281474976710655.000000	-36.528519	6134	0.000000
281474976710655.000000	-47.891891	6135	0.000000
281474976710655.000000	-40.255241	6136	0.000000
281474976710655.000000	-56.215370	6137	0.000000
281474976710655.000000	-50.658001	6138	0.000000
281474976710655.000000	-47.454319	6139	0.000000
281474976710655.000000	-51.893826	6140	0.000000
281474976710655.000000	-44.777203	6141	0.000000
281474976710655.000000	-50.129700	6142	0.000000
281474976710655.000000	-38.448101	6143	0.000000
281474976710655.000000	-54.690491	6144	0.000000
281474976710655.000000	-45.550529	6145	0.000000
281474976710655.000000	-51.113670	6146	0.000000
281474976710655.000000	-46.182968	6147	0.000000
281474976710655.000000	-39.603085	6148	0.000000
281474976710655.000000	-38.608528	6149	0.000000
281474976710655.000000	-39.298695	6150	0.000000
281474976710655.000000	-49.247871	6151	0.000000
281474976710655.000000	-50.043301	6152	0.000000
281474976710655.000000	-48.851856	6153	0.000000
281474976710655.000000	-54.790726	6154	0.000000
281474976710655.000000	-66.270752	6155	0.000000
281474976710655.000000	-67.801208	6156	0.000000
281474976710655.000000	-44.727081	6157	0.000000
281474976710655.000000	-47.895416	6158	0.000000
281474976710655.000000	-49.562317	6159	0.000000
281474976710655.000000	-36.704075	6160	0.000000
281474976710655.000000	-48.532505	6161	0.000000
281474976710655.000000	-43.217228	6162	0.000000
281474976710655.000000	-51.379791	6163	0.000000
281474976710655.000000	-44.515255	6164	0.000000
281474976710655.000000	-44.693817	6165	0.000000
281474976710655.000000	-45.914474	6166	0.000000
281474976710655.000000	-55.795193	6167	0.000000
281474976710655.000000	-62.869259	6168	0.000000
281474976710655.000000	-40.894211	6169	0.000000
281474976710655.000000	-38.583099	6170	0.000000
281474976710655.000000	-45.117649	6171	0.000000
281474976710655.000000	-47.461388	6172	0.000000
281474976710655.000000	-42.389027	6173	0.000000
281474976710655.000000	-63.395874	6174	0.000000
281474976710655.000000	-37.227921	6175	0.000000
281474976710655.000000	-48.175938	6176	0.000000
281474976710655.000000	-48.429783	6177	0.000000
281474976710655.000000	-39.958099	6178	0.000000
281474976710655.000000	-40.670403	6179	0.000000
281474976710655.000000	-40.196785	6180	0.000000
281474976710655.000000	-40.675934	6181	0.000000
281474976710655.000000	-63.064384	6182	0.000000
281474976710655.000000	-40.918530	6183	0.000000
281474976710655.000000	-45.039337	6184	0.000000
281474976710655.000000	-40.915272	6185	0.000000
281474976710655.000000	-36.625877	6186	0.000000
281474976710655.000000	-43.004776	6187	0.000000
281474976710655.000000	-39.579029	6188	0.000000
281474976710655.000000	-38.193081	6189	0.000000
281474976710655.000000	-47.250645	6190	0.000000
281474976710655.000000	-40.393532	6191	0.000000
281474976710655.000000	-64.408852	6192	0.000000
281474976710655.000000	-40.398808	6193	0.000000
281474976710655.000000	-46.472126	6194	0.000000
281474976710655.000000	-50.834816	6195	0.000000
281474976710655.000000	-56.092049	6196	0.000000
281474976710655.000000	-51.527294	6197	0.000000
281474976710655.000000	-35.245388	6198	0.000000
281474976710655.000000	-43.290653	6199	0.000000
281474976710655.000000	-42.178810	6200	0.000000
281474976710655.000000	-43.881687	6201	0.000000
281474976710655.000000	-40.647583	6202	0.000000
281474976710655.000000	-42.033401	6203	0.000000
281474976710655.000000	-40.601646	6204	0.000000
281474976710655.000000	-39.502357	6205	0.000000
281474976710655.000000	-42.529041	6206	0.000000
281474976710655.000000	-44.528225	6207	0.000000
281474976710655.000000	-51.256363	6208	0.000000
281474976710655.000000	-36.602215	6209	0.000000
281474976710655.000000	-44.862423	6210	0.000000
281474976710655.000000	-44.733528	6211	0.000000
281474976710655.000000	-44.267178	6212	0.000000
281474976710655.000000	-33.744232	6213	0.000000
281474976710655.000000	-51.211014	6214	0.000000
281474976710655.000000	-37.819992	6215	0.000000
281474976710655.000000	-37.316639	6216	0.000000
281474976710655.000000	-42.825424	6217	0.000000
281474976710655.000000	-43.842247	6218	0.000000
281474976710655.000000	-38.340729	6219	0.000000
281474976710655.000000	-35.297646	6220	0.000000
281474976710655.000000	-37.948380	6221	0.000000
281474976710655.000000	-51.068523	6222	0.000000
281474976710655.000000	-47.231483	6223	0.000000
281474976710655.000000	-39.883179	6224	0.000000
281474976710655.000000	-38.759781	6225	0.000000
281474976710655.000000	-42.801487	6226	0.000000
281474976710655.000000	-37.574516	6227	0.000000
281474976710655.000000	-40.557442	6228	0.000000
281474976710655.000000	-37.590317	6229	0.000000
281474976710655.000000	-42.999676	6230	0.000000
281474976710655.000000	-38.732582	6231	0.000000
281474976710655.000000	-51.244270	6232	0.000000
281474976710655.000000	-33.617027	6233	0.000000
281474976710655.000000	-34.790573	6234	0.000000
281474976710655.000000	-40.211079	6235	0.000000
281474976710655.000000	-35.397484	6236	0.000000
281474976710655.000000	-42.635921	6237	0.000000
281474976710655.000000	-31.547329	6238	0.000000
281474976710655.000000	-39.401779	6239	0.000000
281474976710655.000000	-38.710438	6240	0.000000
281474976710655.000000	-44.284367	6241	0.000000
281474976710655.000000	-39.374199	6242	0.000000
281474976710655.000000	-38.445343	6243	0.000000
281474976710655.000000	-42.805489	6244	0.000000
281474976710655.000000	-32.515213	6245	0.000000
281474976710655.000000	-39.870518	6246	0.000000
281474976710655.000000	-37.846661	6247	0.000000
281474976710655.000000	-40.423588	6248	0.000000
