time (s)	det(V)
5462.531539	-0.038557	
5462.533540	-0.035355	
5462.537539	-0.037741	
5462.539539	-0.050044	
5462.541539	-0.047738	
5462.545541	-0.050509	
5462.547539	-0.039311	
5462.549540	-0.041868	
5462.551539	-0.038389	
5462.553540	-0.043207	
5462.555539	-0.042496	
5462.559541	-0.050964	
5462.563540	-0.046854	
5462.565540	-0.041057	
5462.567540	-0.037189	
5462.569540	-0.040523	
5462.571540	-0.041629	
5462.575539	-0.042858	
5462.577540	-0.046001	
5462.579540	-0.044526	
5462.581540	-0.041494	
5462.583543	-0.035797	
5462.585541	-0.033644	
5462.587540	-0.036964	
5462.589540	-0.036860	
5462.591540	-0.034921	
5462.595539	-0.036171	
5462.597540	-0.032659	
5462.599539	-0.031461	
5462.601539	-0.026201	
5462.603540	-0.026493	
5462.605539	-0.020924	
5462.607540	-0.023174	
5462.609540	-0.022139	
5462.611539	-0.011973	
5462.615540	-0.012555	
5462.617539	-0.007234	
5462.621540	-0.010174	
5462.623540	0.004966	
5462.625539	0.006091	
5462.627540	0.013058	
5462.629539	0.017341	
5462.633539	0.023404	
5462.635539	0.028524	
5462.637540	0.033622	
5462.641540	0.038131	
5462.643540	0.057314	
5462.645539	0.065622	
5462.647539	0.075088	
5462.649539	0.086285	
5462.653539	0.092023	
5462.655539	0.103002	
5462.659540	0.112511	
5462.661540	0.144869	
5462.663539	0.156247	
5462.665540	0.169726	
5462.667540	0.184850	
5462.671539	0.197809	
5462.673540	0.221003	
5462.675540	0.233894	
5462.677540	0.257067	
5462.679543	0.280880	
5462.681540	0.304721	
5462.683539	0.324747	
5462.685540	0.344398	
5462.687540	0.366349	
5462.691539	0.382613	
5462.693540	0.429048	
5462.695541	0.458180	
5462.697540	0.489790	
5462.699540	0.525548	
5462.701540	0.562095	
5462.703539	0.589669	
5462.705539	0.623896	
5462.707539	0.660982	
5462.711539	0.696310	
5462.713540	0.783439	
5462.717540	0.828644	
5462.719539	0.928851	
5462.721539	0.978738	
5462.723541	1.029688	
5462.725539	1.086885	
5462.729539	1.145603	
5462.731540	1.261666	
5462.733539	1.324896	
5462.735540	1.391810	
5462.737541	1.466195	
5462.739540	1.542700	
5462.741539	1.592408	
5462.743540	1.596863	
5462.745540	1.597134	
5462.749539	1.597142	
5462.751540	1.597201	
5462.753540	1.597229	
5462.755540	1.597190	
5462.757540	1.597067	
5462.759540	1.597059	
5462.761540	1.597034	
5462.763540	1.597075	
5462.765540	1.597152	
5462.769539	1.597102	
5462.773539	1.597158	
5462.775540	1.597192	
5462.777540	1.597105	
5462.779539	1.597121	
5462.781540	1.597139	
5462.783540	1.597110	
5462.787539	1.597110	
5462.789539	1.597184	
5462.791539	1.597099	
5462.795540	1.597159	
5462.797539	1.597097	
5462.799539	1.597125	
5462.801540	1.597152	
5462.803540	1.597213	
5462.805540	1.597109	
5462.809540	1.597159	
5462.813540	1.597123	
5462.815540	1.597085	
5462.817540	1.597092	
5462.819540	1.597048	
5462.821539	1.597022	
5462.825539	1.597064	
5462.827539	1.597203	
5462.829540	1.597208	
5462.831540	1.597133	
5462.833541	1.597132	
5462.835539	1.597069	
5462.837541	1.597098	
5462.839539	1.597151	
5462.841540	1.597167	
5462.845539	1.597162	
5462.847540	1.597204	
5462.849539	1.597198	
5462.851540	1.597245	
5462.853540	1.597208	
5462.855539	1.597145	
5462.857539	1.597140	
5462.859539	1.597195	
5462.861540	1.597121	
5462.865539	1.597113	
5462.867540	1.597138	
5462.871540	1.597188	
5462.873539	1.597129	
5462.875540	1.597066	
5462.877539	1.597192	
5462.879540	1.597167	
5462.883539	1.597157	
5462.885540	1.597238	
5462.887540	1.597171	
5462.889539	1.597200	
5462.891541	1.597152	
5462.893541	1.597093	
5462.895539	1.596947	
5462.897540	1.584785	
5462.899540	1.473185	
5462.903539	1.342086	
5462.905540	1.079001	
5462.907540	0.948174	
5462.909540	0.813172	
5462.911540	0.692575	
5462.913540	0.559806	
5462.915539	0.428820	
5462.917539	0.300080	
5462.919540	0.163659	
5462.923539	0.023340	
5462.927539	-0.251679	
5462.929540	-0.511964	
5462.931539	-0.643880	
5462.933540	-0.777932	
5462.935539	-0.912157	
5462.937540	-1.047437	
5462.941539	-1.180902	
5462.943540	-1.446282	
5462.945540	-1.579311	
5462.949541	-1.662461	
5462.951539	-1.664083	
5462.953539	-1.664260	
5462.955540	-1.664373	
5462.957539	-1.664569	
5462.961539	-1.664788	
5462.965539	-1.665058	
5462.967541	-1.665306	
5462.969539	-1.665365	
5462.971540	-1.665302	
5462.973541	-1.665349	
5462.975540	-1.665372	
5462.977540	-1.665392	
5462.979541	-1.665309	
5462.981540	-1.665332	
5462.983547	-1.665305	
5462.985540	-1.665306	
5462.989540	-1.665321	
5462.991540	-1.665375	
5462.993539	-1.665346	
5462.995539	-1.665328	
5462.997539	-1.665356	
5463.001539	-1.665349	
5463.003541	-1.665273	
5463.005539	-1.665302	
5463.009540	-1.665274	
5463.011539	-1.665338	
5463.013540	-1.665326	
5463.015540	-1.665337	
5463.017540	-1.665355	
5463.021539	-1.665342	
5463.025539	-1.665326	
5463.027540	-1.665345	
5463.029540	-1.665306	
5463.031541	-1.665325	
5463.033539	-1.665297	
5463.035540	-1.665335	
5463.037540	-1.665360	
5463.039539	-1.665353	
5463.041540	-1.665352	
5463.043540	-1.665336	
5463.045540	-1.665360	
5463.049540	-1.665315	
5463.051540	-1.665347	
5463.053539	-1.665355	
5463.055539	-1.665385	
5463.057539	-1.665410	
5463.061539	-1.665315	
5463.063540	-1.665277	
5463.065540	-1.665240	
5463.069540	-1.665201	
5463.071539	-1.665057	
5463.073539	-1.665035	
5463.075540	-1.664891	
5463.077540	-1.664792	
5463.081539	-1.664698	
5463.085539	-1.664464	
5463.087540	-1.664353	
5463.089540	-1.664178	
5463.091539	-1.664066	
5463.093539	-1.664002	
5463.095541	-1.663874	
5463.097539	-1.663750	
5463.099539	-1.662412	
5463.101540	-1.609968	
5463.103539	-1.545001	
5463.107539	-1.478574	
5463.109543	-1.349930	
5463.111540	-1.285749	
5463.113541	-1.236389	
5463.115540	-1.181809	
5463.117540	-1.126010	
5463.119540	-1.081649	
5463.121539	-1.037307	
5463.123540	-0.992987	
5463.125541	-0.948633	
5463.129539	-0.903449	
5463.131540	-0.815137	
5463.133540	-0.776087	
5463.135539	-0.741115	
5463.137540	-0.705710	
5463.139540	-0.674770	
5463.143539	-0.641143	
5463.145540	-0.586140	
5463.147539	-0.555400	
5463.151540	-0.530095	
5463.153540	-0.475439	
5463.155540	-0.454048	
5463.157540	-0.433499	
5463.159540	-0.414649	
5463.161539	-0.390537	
5463.165540	-0.376300	
5463.169540	-0.340032	
5463.171540	-0.301634	
5463.173540	-0.288856	
5463.175540	-0.276598	
5463.177540	-0.258282	
5463.181539	-0.246031	
5463.183539	-0.225556	
5463.185541	-0.214963	
5463.187539	-0.206449	
5463.189540	-0.191694	
5463.191540	-0.180185	
5463.193539	-0.169634	
5463.195539	-0.161489	
5463.197539	-0.150317	
5463.201539	-0.142829	
5463.203541	-0.132692	
5463.205540	-0.126665	
5463.207540	-0.122328	
5463.209540	-0.110633	
5463.211539	-0.097852	
5463.213539	-0.094735	
5463.215540	-0.085621	
5463.217540	-0.078045	
5463.221539	-0.080584	
5463.225539	-0.074436	
5463.227540	-0.061298	
5463.229540	-0.056520	
5463.231540	-0.047366	
5463.233540	-0.047634	
5463.235539	-0.042120	
5463.239539	-0.039959	
5463.241539	-0.043643	
5463.243539	-0.041840	
5463.247542	-0.034261	
5463.249539	-0.023012	
5463.251540	-0.020677	
5463.253539	-0.022436	
5463.255540	-0.018373	
5463.259539	-0.021383	
5463.261540	-0.016754	
5463.265540	-0.017324	
5463.267540	-0.004200	
5463.269540	-0.007410	
5463.271540	-0.009521	
5463.273539	-0.005199	
5463.277539	-0.006031	
5463.279540	-0.006288	
5463.281540	-0.003884	
5463.283540	-0.003720	
5463.285543	0.000857	
5463.287540	0.002748	
5463.289540	0.002231	
5463.291540	0.001049	
5463.293540	0.001200	
5463.297539	0.003332	
5463.299540	0.000405	
5463.301540	0.001032	
5463.303539	0.001142	
5463.305540	0.005178	
5463.307540	0.005670	
5463.309540	0.002233	
5463.311541	0.009473	
5463.313539	0.008751	
5463.317539	0.009379	
5463.319540	0.002359	
5463.321540	0.003354	
5463.323540	0.001162	
5463.325540	0.004917	
5463.327540	0.011621	
5463.329539	0.009457	
5463.331539	0.012989	
5463.333540	0.011558	
5463.337539	0.009216	
5463.341539	0.001752	
5463.343540	0.007679	
5463.345540	0.009265	
5463.347539	0.011724	
5463.349539	0.010768	
5463.351541	0.011980	
5463.355539	0.009029	
5463.357541	0.000390	
5463.359540	0.001818	
5463.363540	0.005011	
5463.365540	0.011749	
5463.367539	0.011644	
5463.369539	0.006884	
5463.371540	0.007388	
5463.373540	0.005155	
5463.377541	0.001488	
5463.381540	0.001363	
5463.383541	0.010791	
5463.385545	0.006869	
5463.387540	0.005676	
5463.389540	0.004752	
5463.393539	0.005531	
5463.395540	0.000796	
5463.397541	0.000863	
5463.401540	-0.000256	
5463.403540	0.004822	
5463.405540	0.002287	
5463.407540	0.002982	
5463.409540	0.000023	
5463.411540	0.004423	
5463.415539	-0.000794	
5463.419540	-0.000386	
5463.421540	0.003440	
5463.423540	0.000336	
5463.425539	-0.002964	
5463.427540	0.001756	
5463.431539	0.004792	
5463.433540	-0.003171	
5463.435540	-0.003423	
5463.437540	-0.006468	
5463.439540	-0.004031	
5463.441540	-0.002670	
5463.443540	-0.001979	
5463.445542	-0.001592	
5463.447539	0.000444	
5463.451539	0.000436	
5463.453540	-0.008938	
5463.455539	-0.008548	
5463.457540	-0.007934	
5463.459540	-0.006226	
5463.461540	-0.001161	
5463.463540	0.000229	
5463.465540	-0.003285	
5463.467540	-0.000010	
5463.471539	-0.005489	
5463.475539	-0.011776	
5463.477540	-0.004768	
5463.479540	-0.003763	
5463.481539	-0.002294	
5463.483539	-0.002708	
5463.485540	-0.004095	
5463.489539	-0.003171	
5463.491540	-0.013462	
5463.493540	-0.011500	
5463.497541	-0.010439	
5463.499540	-0.002881	
5463.501540	-0.002588	
5463.503540	-0.007666	
5463.505539	-0.007815	
5463.509540	-0.007727	
5463.511540	-0.011471	
5463.515541	-0.011571	
5463.517539	-0.002133	
5463.519539	-0.007015	
5463.521540	-0.007198	
5463.523542	-0.008004	
5463.527539	-0.008254	
5463.529540	-0.012578	
5463.531539	-0.007804	
5463.535540	-0.007023	
5463.537540	-0.002326	
5463.539540	-0.008830	
5463.541540	-0.004693	
5463.543540	-0.004612	
5463.547539	-0.003091	
5463.549540	-0.007052	
5463.553540	-0.006435	
5463.555540	-0.000589	
5463.557540	-0.002375	
5463.559540	-0.001123	
5463.561540	0.003877	
5463.565539	0.003244	
5463.567540	0.000974	
5463.569540	-0.001783	
5463.573540	-0.000501	
5463.575540	0.007267	
5463.577540	0.010639	
5463.579539	0.011293	
5463.581540	0.015402	
5463.583540	0.013906	
5463.587540	0.008066	
5463.591540	0.010185	
5463.593541	0.024251	
5463.595540	0.025626	
5463.597540	0.028478	
5463.599540	0.030176	
5463.603539	0.034835	
5463.605541	0.029906	
5463.607539	0.029924	
5463.609541	0.035943	
5463.611540	0.046888	
5463.613540	0.051777	
5463.615540	0.054132	
5463.617539	0.059369	
5463.619539	0.057286	
5463.623539	0.063617	
5463.625540	0.064750	
5463.627540	0.073641	
5463.629540	0.076459	
5463.631540	0.090107	
5463.633540	0.095248	
5463.635540	0.099324	
5463.637540	0.104128	
5463.639541	0.108375	
5463.643539	0.114267	
5463.645539	0.126016	
5463.649540	0.134859	
5463.651540	0.156133	
5463.653539	0.164159	
5463.655539	0.171685	
5463.657540	0.183401	
5463.661539	0.190804	
5463.663540	0.211905	
5463.665540	0.226377	
5463.669540	0.238905	
5463.671539	0.270055	
5463.673540	0.283634	
5463.675540	0.293538	
5463.677539	0.316112	
5463.679540	0.331143	
5463.683540	0.343560	
5463.687540	0.377045	
5463.689539	0.423498	
5463.691540	0.443714	
5463.693540	0.467362	
5463.695540	0.493118	
5463.699539	0.521456	
5463.701540	0.568071	
5463.703540	0.598023	
5463.705540	0.623573	
5463.707541	0.664179	
5463.709540	0.698684	
5463.711540	0.734992	
5463.713539	0.772804	
5463.715541	0.812270	
5463.719539	0.852990	
5463.721539	0.931810	
5463.723539	0.976456	
5463.725541	1.025912	
5463.727540	1.084351	
5463.729540	1.137702	
5463.731539	1.190235	
5463.733540	1.242388	
5463.735539	1.299111	
5463.739540	1.358134	
5463.741539	1.484921	
5463.745540	1.559346	
5463.747540	1.596960	
5463.749540	1.596968	
5463.751540	1.596967	
5463.753539	1.596962	
5463.757539	1.597030	
5463.759539	1.597103	
5463.761539	1.597121	
5463.765540	1.597151	
5463.767540	1.597147	
5463.769540	1.597158	
5463.771539	1.597077	
5463.773540	1.597036	
5463.775540	1.597023	
5463.779539	1.596957	
5463.783539	1.597031	
5463.785540	1.597011	
5463.787540	1.597044	
5463.789539	1.597005	
5463.791540	1.597007	
5463.795539	1.597041	
5463.797540	1.597051	
5463.799539	1.596980	
5463.801540	1.597008	
5463.803542	1.597025	
5463.805539	1.596926	
5463.807540	1.597031	
5463.809540	1.597087	
5463.811540	1.596976	
5463.815539	1.597022	
5463.817540	1.597163	
5463.819540	1.597185	
5463.821540	1.597088	
5463.823540	1.597087	
5463.825540	1.597149	
5463.827540	1.597002	
5463.829540	1.597101	
5463.831539	1.597101	
5463.833539	1.597113	
5463.837540	1.597183	
5463.841540	1.597181	
5463.843540	1.597141	
5463.845540	1.597118	
5463.847540	1.597018	
5463.849540	1.597075	
5463.853539	1.597068	
5463.855540	1.597164	
5463.857539	1.597133	
5463.861541	1.597118	
5463.863540	1.597091	
5463.865540	1.597088	
5463.867539	1.597092	
5463.869540	1.597075	
5463.871540	1.597026	
5463.875540	1.597074	
5463.879540	1.597186	
5463.881540	1.597127	
5463.883540	1.597105	
5463.885540	1.597125	
5463.887540	1.597086	
5463.891539	1.597108	
5463.893540	1.597194	
5463.895539	1.597147	
5463.897540	1.597130	
5463.899540	1.597162	
5463.901540	1.597090	
5463.903539	1.597119	
5463.905539	1.597101	
5463.907539	1.596797	
5463.911539	1.564381	
5463.915539	1.305668	
5463.917540	1.064455	
5463.919540	0.933481	
5463.921540	0.804424	
5463.923540	0.673810	
5463.925540	0.549371	
5463.929539	0.427761	
5463.931540	0.172297	
5463.933539	0.047818	
5463.937540	-0.086801	
5463.939540	-0.330808	
5463.941540	-0.456375	
5463.943540	-0.577449	
5463.945540	-0.698214	
5463.949539	-0.822201	
5463.951540	-1.071887	
5463.955540	-1.197412	
5463.957540	-1.438122	
5463.959540	-1.568774	
5463.961540	-1.658237	
5463.963541	-1.663968	
5463.967539	-1.664076	
5463.969539	-1.664410	
5463.971540	-1.664595	
5463.975540	-1.664742	
5463.977539	-1.665083	
5463.979539	-1.665137	
5463.981541	-1.665336	
5463.983539	-1.665343	
5463.987539	-1.665392	
5463.991539	-1.665359	
5463.993540	-1.665380	
5463.995540	-1.665416	
5463.997540	-1.665389	
5463.999539	-1.665434	
5464.001540	-1.665415	
5464.003539	-1.665432	
5464.005540	-1.665444	
5464.007540	-1.665393	
5464.009540	-1.665368	
5464.011540	-1.665389	
5464.015540	-1.665371	
5464.017540	-1.665440	
5464.019539	-1.665445	
5464.021539	-1.665430	
5464.023540	-1.665463	
5464.027539	-1.665408	
5464.029540	-1.665430	
5464.031539	-1.665434	
5464.035540	-1.665403	
5464.037540	-1.665400	
5464.039539	-1.665418	
5464.041539	-1.665445	
5464.043540	-1.665430	
5464.047539	-1.665437	
5464.051539	-1.665394	
5464.053540	-1.665372	
5464.055540	-1.665382	
5464.057540	-1.665421	
5464.059540	-1.665400	
5464.061540	-1.665368	
5464.063540	-1.665356	
5464.065541	-1.665362	
5464.067540	-1.665405	
5464.069540	-1.665384	
5464.071540	-1.665386	
5464.075540	-1.665332	
5464.077540	-1.665332	
5464.079539	-1.665353	
5464.081540	-1.665387	
5464.083541	-1.665388	
5464.087539	-1.665407	
5464.089539	-1.665397	
5464.091540	-1.665422	
5464.095540	-1.665304	
5464.097540	-1.665244	
5464.099540	-1.665185	
5464.101539	-1.665097	
5464.103541	-1.664999	
5464.107539	-1.664838	
5464.111539	-1.664561	
5464.113540	-1.664307	
5464.115539	-1.664211	
5464.117540	-1.664101	
5464.119540	-1.663992	
5464.121540	-1.663893	
5464.123539	-1.663822	
5464.125540	-1.629263	
5464.127540	-1.543323	
5464.129540	-1.468033	
5464.131541	-1.393906	
5464.135540	-1.319726	
5464.137539	-1.191368	
5464.139539	-1.135318	
5464.141540	-1.075114	
5464.143540	-1.017635	
5464.145540	-0.964796	
5464.147539	-0.915666	
5464.149540	-0.864579	
5464.151539	-0.819419	
5464.155540	-0.777219	
5464.157540	-0.688918	
5464.159540	-0.650806	
5464.161540	-0.607644	
5464.163540	-0.574372	
5464.165539	-0.538783	
5464.167541	-0.506088	
5464.171539	-0.487811	
5464.173540	-0.435700	
5464.177540	-0.412429	
5464.179541	-0.354178	
5464.181539	-0.332908	
5464.183540	-0.310121	
5464.185540	-0.292572	
5464.189539	-0.276168	
5464.191540	-0.249328	
5464.193540	-0.231378	
5464.197541	-0.213055	
5464.199539	-0.176720	
5464.201540	-0.166120	
5464.203541	-0.154975	
5464.205540	-0.144295	
5464.207539	-0.134608	
5464.211540	-0.128339	
5464.215540	-0.105421	
5464.217540	-0.079450	
5464.219539	-0.077264	
5464.221540	-0.072419	
5464.223540	-0.062761	
5464.227539	-0.057439	
5464.229539	-0.046639	
5464.231540	-0.039250	
5464.233540	-0.033539	
5464.235540	-0.028508	
5464.237540	-0.021510	
5464.239540	-0.019954	
5464.241539	-0.016929	
5464.243540	-0.010580	
5464.247539	-0.006176	
5464.249539	-0.003093	
5464.251540	-0.003292	
5464.253539	-0.001690	
5464.255540	0.007927	
5464.257540	0.010052	
5464.259540	0.010067	
5464.261539	0.015343	
5464.263540	0.020118	
5464.267539	0.019993	
5464.271539	0.016772	
5464.273540	0.022611	
5464.275540	0.023232	
5464.277540	0.029805	
5464.279540	0.026898	
5464.281540	0.033207	
5464.285539	0.034867	
5464.287539	0.025299	
5464.289540	0.024644	
5464.293540	0.025711	
5464.295540	0.035781	
5464.297539	0.033751	
5464.299539	0.038624	
5464.301540	0.035720	
5464.303540	0.033107	
5464.307539	0.029441	
5464.311540	0.028599	
5464.313540	0.039373	
5464.315540	0.038808	
5464.317541	0.040446	
5464.319540	0.034943	
5464.323539	0.034024	
5464.325539	0.026979	
5464.327541	0.029716	
5464.329539	0.031363	
5464.331541	0.038502	
5464.333540	0.037645	
5464.335540	0.036273	
5464.337539	0.034885	
5464.339542	0.034010	
5464.343539	0.030525	
5464.345540	0.027586	
5464.347540	0.029564	
5464.349540	0.028150	
5464.351540	0.033027	
5464.353540	0.031409	
5464.355540	0.030151	
5464.357540	0.027082	
5464.359540	0.030535	
5464.361539	0.027178	
5464.365542	0.025447	
5464.369540	0.026802	
5464.371540	0.026267	
5464.373540	0.025099	
5464.375540	0.019319	
5464.377540	0.025953	
5464.381539	0.026249	
5464.383539	0.019592	
5464.385539	0.018399	
5464.389540	0.016824	
5464.391541	0.019918	
5464.393539	0.022755	
5464.395539	0.022329	
5464.397539	0.021451	
5464.399540	0.021686	
5464.403540	0.014088	
5464.407540	0.011181	
5464.409539	0.016874	
5464.411539	0.015397	
5464.413541	0.017524	
5464.415539	0.016351	
5464.419539	0.017828	
5464.421540	0.005853	
5464.423540	0.004503	
5464.425540	0.004780	
5464.427540	0.013382	
5464.429541	0.013113	
5464.431540	0.012143	
5464.433539	0.014861	
5464.435540	0.008981	
5464.439539	0.008038	
5464.441539	0.000538	
5464.443539	0.003988	
5464.445540	0.002139	
5464.447540	0.007534	
5464.449540	0.008171	
5464.451539	0.005757	
5464.453539	0.003942	
5464.455539	0.001150	
5464.459539	-0.002583	
5464.461540	-0.002846	
5464.465540	-0.002849	
5464.467539	0.005724	
5464.469539	-0.000005	
5464.471539	-0.003024	
5464.473540	-0.002363	
5464.477539	-0.006214	
5464.479540	-0.007243	
5464.481540	-0.007300	
5464.485540	-0.007001	
5464.487539	-0.005748	
5464.489540	-0.007285	
5464.491540	-0.010541	
5464.493540	-0.005870	
5464.495539	-0.009998	
5464.499539	-0.013575	
5464.503540	-0.015613	
5464.505539	-0.013138	
5464.507540	-0.012464	
5464.509540	-0.016487	
5464.511540	-0.011775	
5464.515539	-0.009332	
5464.517539	-0.017321	
5464.519540	-0.019986	
5464.523539	-0.020536	
5464.525541	-0.017139	
5464.527540	-0.017313	
5464.529539	-0.015721	
5464.531539	-0.015066	
5464.533539	-0.014540	
5464.537540	-0.026554	
5464.541541	-0.028653	
5464.543541	-0.020687	
5464.545540	-0.021098	
5464.547540	-0.020782	
5464.549540	-0.021004	
5464.553539	-0.020755	
5464.555539	-0.033443	
5464.557540	-0.032518	
5464.559540	-0.031640	
5464.561540	-0.026489	
5464.563540	-0.021115	
5464.565540	-0.025231	
5464.567539	-0.024780	
5464.569539	-0.025235	
5464.573539	-0.031814	
5464.575540	-0.038921	
5464.577540	-0.032336	
5464.579540	-0.032911	
5464.581543	-0.027992	
5464.583540	-0.026047	
5464.585540	-0.032466	
5464.587540	-0.033697	
5464.589540	-0.034386	
5464.593539	-0.035491	
5464.595540	-0.037396	
5464.597540	-0.037091	
5464.599540	-0.034915	
5464.601540	-0.033261	
5464.603540	-0.032954	
5464.605540	-0.032683	
5464.607540	-0.036583	
5464.609540	-0.032277	
5464.613539	-0.034951	
5464.615539	-0.039147	
5464.619540	-0.036397	
5464.621540	-0.037423	
5464.623540	-0.036171	
5464.625541	-0.037821	
5464.627539	-0.030726	
5464.631539	-0.031983	
5464.633539	-0.034533	
5464.635540	-0.039376	
5464.637540	-0.037486	
5464.639542	-0.036241	
5464.641540	-0.031578	
5464.643539	-0.029918	
5464.645539	-0.030372	
5464.647539	-0.024758	
5464.651539	-0.024903	
5464.653540	-0.031899	
5464.655540	-0.029872	
5464.657539	-0.031607	
5464.659540	-0.023693	
5464.661540	-0.020014	
5464.663539	-0.013398	
5464.665539	-0.016161	
5464.667540	-0.012685	
5464.671539	-0.014846	
5464.675539	-0.016065	
5464.677540	-0.002553	
5464.679539	0.000379	
5464.681540	0.004761	
5464.683539	0.010168	
5464.685540	0.010760	
5464.689539	0.014424	
5464.691540	0.011739	
5464.693539	0.018129	
5464.697540	0.026938	
5464.699539	0.046669	
5464.701539	0.049508	
5464.703541	0.052464	
5464.705540	0.057930	
5464.707542	0.061293	
5464.711539	0.067780	
5464.715540	0.084650	
5464.717541	0.107418	
5464.719541	0.112402	
5464.721539	0.122125	
5464.723540	0.132340	
5464.727539	0.141958	
5464.729540	0.163134	
5464.731540	0.177709	
5464.733540	0.193100	
5464.735541	0.207223	
5464.737547	0.222501	
5464.739539	0.235935	
5464.741540	0.250451	
5464.743540	0.271537	
5464.747539	0.290725	
5464.749540	0.326327	
5464.751540	0.345007	
5464.753540	0.364324	
5464.755540	0.391046	
5464.757540	0.414616	
5464.759540	0.439156	
5464.761539	0.468785	
5464.763539	0.499542	
5464.767539	0.525537	
5464.769540	0.584429	
5464.773540	0.619310	
5464.775540	0.693695	
5464.777540	0.738860	
5464.779540	0.778619	
5464.781540	0.822960	
5464.785539	0.873438	
5464.787539	0.952614	
5464.789540	1.002250	
5464.793540	1.055567	
5464.795540	1.174915	
5464.797540	1.231888	
5464.799540	1.292086	
5464.801540	1.352649	
5464.803540	1.415449	
5464.807540	1.481750	
5464.811540	1.594648	
5464.813540	1.597051	
5464.815540	1.597070	
5464.817540	1.597081	
5464.819539	1.597131	
5464.823540	1.597105	
5464.825541	1.597152	
5464.827539	1.597123	
5464.829540	1.597140	
5464.831540	1.597138	
5464.833540	1.597083	
5464.835539	1.597010	
5464.837540	1.597020	
5464.839540	1.596984	
5464.843539	1.596990	
5464.845539	1.597086	
5464.847540	1.597117	
5464.849540	1.597159	
5464.851541	1.597029	
5464.853539	1.597059	
5464.855539	1.597042	
5464.857540	1.597027	
5464.859540	1.597064	
5464.861539	1.597054	
5464.865540	1.597059	
5464.869542	1.597081	
5464.871540	1.597018	
5464.873540	1.597014	
5464.875539	1.597064	
5464.877539	1.596979	
5464.881539	1.596998	
5464.883539	1.597142	
5464.885540	1.597043	
5464.887539	1.597118	
5464.889540	1.597061	
5464.891540	1.597034	
5464.893540	1.596977	
5464.895540	1.597058	
5464.897539	1.597042	
5464.901539	1.597014	
5464.903540	1.597088	
5464.905539	1.597098	
5464.907540	1.597168	
5464.909540	1.597146	
5464.911540	1.597096	
5464.913540	1.597029	
5464.915540	1.597047	
5464.917539	1.596988	
5464.921539	1.597029	
5464.923540	1.597122	
5464.927540	1.597122	
5464.929541	1.597080	
5464.931540	1.597057	
5464.933541	1.597041	
5464.935540	1.597049	
5464.937540	1.597092	
5464.939541	1.597162	
5464.941539	1.597117	
5464.943541	1.597075	
5464.945540	1.597093	
5464.949540	1.597086	
5464.951540	1.597001	
5464.953540	1.597043	
5464.955540	1.597054	
5464.957540	1.597017	
5464.961539	1.596884	
5464.963539	1.463035	
5464.965539	1.334054	
5464.967540	1.210966	
5464.969540	1.083905	
5464.971541	0.951780	
5464.973539	0.818326	
5464.975540	0.685695	
5464.977540	0.559580	
5464.981539	0.425188	
5464.983539	0.160877	
5464.985541	0.021905	
5464.987540	-0.114979	
5464.989540	-0.246024	
5464.991539	-0.380151	
5464.993540	-0.504415	
5464.995540	-0.638126	
5464.997541	-0.770952	
5465.001539	-0.903439	
5465.005539	-1.174152	
5465.007540	-1.431134	
5465.009540	-1.560365	
5465.011540	-1.657611	
5465.013540	-1.663956	
5465.015540	-1.664136	
5465.017540	-1.664233	
5465.019540	-1.664477	
5465.021540	-1.664550	
5465.023540	-1.664745	
5465.025539	-1.664886	
5465.029540	-1.664983	
5465.031539	-1.665190	
5465.033539	-1.665301	
5465.035539	-1.665288	
5465.037540	-1.665355	
5465.041539	-1.665348	
5465.043539	-1.665312	
5465.045539	-1.665311	
5465.049540	-1.665355	
5465.051540	-1.665358	
5465.053539	-1.665352	
5465.055540	-1.665343	
5465.057541	-1.665346	
5465.061539	-1.665346	
5465.065539	-1.665300	
5465.067541	-1.665303	
5465.069541	-1.665317	
5465.071539	-1.665325	
5465.073540	-1.665367	
5465.075540	-1.665359	
5465.077541	-1.665315	
5465.079540	-1.665360	
5465.081540	-1.665304	
5465.083541	-1.665313	
5465.085545	-1.665322	
5465.089540	-1.665285	
5465.091540	-1.665315	
5465.093540	-1.665392	
5465.095540	-1.665351	
5465.097540	-1.665385	
5465.101539	-1.665340	
5465.103540	-1.665307	
5465.105539	-1.665320	
5465.109540	-1.665303	
5465.111540	-1.665329	
5465.113540	-1.665314	
5465.115539	-1.665369	
5465.117539	-1.665394	
5465.121539	-1.665365	
5465.125539	-1.665310	
5465.127541	-1.665425	
5465.129541	-1.665350	
5465.131539	-1.665269	
5465.133540	-1.665199	
5465.135539	-1.665076	
5465.139539	-1.664935	
5465.141540	-1.664722	
5465.143539	-1.664551	
5465.147540	-1.664443	
5465.149539	-1.664274	
5465.151539	-1.664129	
5465.153540	-1.664063	
5465.155540	-1.663989	
5465.159539	-1.663863	
5465.163539	-1.646611	
5465.165540	-1.506962	
5465.167540	-1.434779	
5465.169539	-1.374226	
5465.171541	-1.311649	
5465.173540	-1.257151	
5465.175539	-1.199887	
5465.177541	-1.148669	
5465.179540	-1.099218	
5465.181540	-1.047095	
5465.185539	-0.997133	
5465.187540	-0.906526	
5465.189540	-0.860465	
5465.191539	-0.821799	
5465.193540	-0.775539	
5465.195539	-0.736591	
5465.197540	-0.700752	
5465.199541	-0.668889	
5465.201540	-0.637070	
5465.203539	-0.609738	
5465.205540	-0.577610	
