crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	-58.956146	5092	0.000000
281474976710655.000000	-63.025486	5093	0.000000
281474976710655.000000	-40.871983	5094	0.000000
281474976710655.000000	-59.323429	5095	0.000000
281474976710655.000000	-45.786243	5096	0.000000
281474976710655.000000	-57.948246	5097	0.000000
281474976710655.000000	-116.261017	5098	0.000000
281474976710655.000000	-78.993843	5099	0.000000
281474976710655.000000	-59.981937	5100	0.000000
281474976710655.000000	-89.865646	5101	0.000000
281474976710655.000000	-58.029827	5102	0.000000
281474976710655.000000	-61.381962	5103	0.000000
281474976710655.000000	-45.676254	5104	0.000000
281474976710655.000000	-43.879566	5105	0.000000
281474976710655.000000	-38.491333	5106	0.000000
281474976710655.000000	-65.385475	5107	0.000000
281474976710655.000000	-55.847225	5108	0.000000
281474976710655.000000	-54.589352	5109	0.000000
281474976710655.000000	-58.728752	5110	0.000000
281474976710655.000000	-53.753410	5111	0.000000
281474976710655.000000	-63.730808	5112	0.000000
281474976710655.000000	-42.270790	5113	0.000000
281474976710655.000000	-88.685524	5114	0.000000
281474976710655.000000	-27.747189	5115	0.000000
281474976710655.000000	-91.606033	5116	0.000000
281474976710655.000000	-53.858620	5117	0.000000
281474976710655.000000	-56.904827	5118	0.000000
281474976710655.000000	-56.760429	5119	0.000000
281474976710655.000000	-39.491898	5120	0.000000
281474976710655.000000	-42.531963	5121	0.000000
281474976710655.000000	-56.288357	5122	0.000000
281474976710655.000000	-60.588593	5123	0.000000
281474976710655.000000	-57.053295	5124	0.000000
281474976710655.000000	-38.450951	5125	0.000000
281474976710655.000000	-58.370796	5126	0.000000
281474976710655.000000	-89.209000	5127	0.000000
281474976710655.000000	-56.711899	5128	0.000000
281474976710655.000000	-36.800953	5129	0.000000
281474976710655.000000	-60.455009	5130	0.000000
281474976710655.000000	-54.162418	5131	0.000000
281474976710655.000000	-61.112274	5132	0.000000
281474976710655.000000	-43.121159	5133	0.000000
281474976710655.000000	-36.980610	5134	0.000000
281474976710655.000000	-72.972733	5135	0.000000
281474976710655.000000	-54.768250	5136	0.000000
281474976710655.000000	-59.277611	5137	0.000000
281474976710655.000000	-60.220814	5138	0.000000
281474976710655.000000	-36.637932	5139	0.000000
281474976710655.000000	-57.488338	5140	0.000000
281474976710655.000000	-53.759502	5141	0.000000
281474976710655.000000	-73.498322	5142	0.000000
281474976710655.000000	-53.735222	5143	0.000000
281474976710655.000000	-54.876389	5144	0.000000
281474976710655.000000	-39.941685	5145	0.000000
281474976710655.000000	-51.207420	5146	0.000000
281474976710655.000000	-59.909286	5147	0.000000
281474976710655.000000	-36.761387	5148	0.000000
281474976710655.000000	-58.955032	5149	0.000000
281474976710655.000000	-71.857765	5150	0.000000
281474976710655.000000	-34.935665	5151	0.000000
281474976710655.000000	-54.356216	5152	0.000000
281474976710655.000000	-53.320831	5153	0.000000
281474976710655.000000	-58.868511	5154	0.000000
281474976710655.000000	-80.877014	5155	0.000000
281474976710655.000000	-52.437355	5156	0.000000
281474976710655.000000	-57.549969	5157	0.000000
281474976710655.000000	-57.994522	5158	0.000000
281474976710655.000000	-58.999775	5159	0.000000
281474976710655.000000	-54.054119	5160	0.000000
281474976710655.000000	-57.075676	5161	0.000000
281474976710655.000000	-52.824486	5162	0.000000
281474976710655.000000	-51.323505	5163	0.000000
281474976710655.000000	-52.466385	5164	0.000000
281474976710655.000000	-71.144035	5165	0.000000
281474976710655.000000	-45.459507	5166	0.000000
281474976710655.000000	-41.327324	5167	0.000000
281474976710655.000000	-41.433327	5168	0.000000
281474976710655.000000	-43.202671	5169	0.000000
281474976710655.000000	-58.778152	5170	0.000000
281474976710655.000000	-56.275352	5171	0.000000
281474976710655.000000	-53.973228	5172	0.000000
281474976710655.000000	-84.059448	5173	0.000000
281474976710655.000000	-87.333405	5174	0.000000
281474976710655.000000	-51.593502	5175	0.000000
281474976710655.000000	-56.855927	5176	0.000000
281474976710655.000000	-50.829262	5177	0.000000
281474976710655.000000	-52.875252	5178	0.000000
281474976710655.000000	-51.416313	5179	0.000000
281474976710655.000000	-44.857521	5180	0.000000
281474976710655.000000	-66.559792	5181	0.000000
281474976710655.000000	-39.523193	5182	0.000000
281474976710655.000000	-51.465961	5183	0.000000
281474976710655.000000	-56.709190	5184	0.000000
281474976710655.000000	-39.360508	5185	0.000000
281474976710655.000000	-72.896179	5186	0.000000
281474976710655.000000	-52.245495	5187	0.000000
281474976710655.000000	-56.374805	5188	0.000000
281474976710655.000000	-53.048466	5189	0.000000
281474976710655.000000	-51.568890	5190	0.000000
281474976710655.000000	-56.045185	5191	0.000000
281474976710655.000000	-43.947235	5192	0.000000
281474976710655.000000	-68.524902	5193	0.000000
281474976710655.000000	-42.120476	5194	0.000000
281474976710655.000000	-49.359604	5195	0.000000
281474976710655.000000	-67.868111	5196	0.000000
281474976710655.000000	-75.913521	5197	0.000000
281474976710655.000000	-48.534580	5198	0.000000
281474976710655.000000	-40.770142	5199	0.000000
281474976710655.000000	-41.198261	5200	0.000000
281474976710655.000000	-55.727280	5201	0.000000
281474976710655.000000	-38.533886	5202	0.000000
281474976710655.000000	-49.433315	5203	0.000000
281474976710655.000000	-69.889793	5204	0.000000
281474976710655.000000	-41.979145	5205	0.000000
281474976710655.000000	-59.751301	5206	0.000000
281474976710655.000000	-50.575279	5207	0.000000
281474976710655.000000	-68.859581	5208	0.000000
281474976710655.000000	-68.218849	5209	0.000000
281474976710655.000000	-75.988541	5210	0.000000
281474976710655.000000	-74.140915	5211	0.000000
281474976710655.000000	-66.796028	5212	0.000000
281474976710655.000000	-77.145287	5213	0.000000
281474976710655.000000	-54.769924	5214	0.000000
281474976710655.000000	-47.032265	5215	0.000000
281474976710655.000000	-49.949966	5216	0.000000
281474976710655.000000	-49.210850	5217	0.000000
281474976710655.000000	-49.776119	5218	0.000000
281474976710655.000000	-40.311764	5219	0.000000
281474976710655.000000	-47.558372	5220	0.000000
281474976710655.000000	-56.484077	5221	0.000000
281474976710655.000000	-49.521034	5222	0.000000
281474976710655.000000	-41.591324	5223	0.000000
281474976710655.000000	-47.962448	5224	0.000000
281474976710655.000000	-45.184586	5225	0.000000
281474976710655.000000	-54.384380	5226	0.000000
