time (s)	det(V)
6008.409539	1.597100	
6008.411539	1.596966	
6008.413540	1.597010	
6008.415539	1.597002	
6008.417539	1.596964	
6008.421540	1.597005	
6008.425540	1.597150	
6008.427540	1.597113	
6008.429540	1.597154	
6008.431540	1.597176	
6008.433540	1.597086	
6008.437539	1.597037	
6008.439540	1.597222	
6008.441540	1.597193	
6008.443540	1.597125	
6008.445540	1.597183	
6008.447540	1.597023	
6008.449539	1.597083	
6008.451540	1.597126	
6008.453540	1.597054	
6008.457539	1.597126	
6008.459539	1.597246	
6008.461539	1.597143	
6008.463540	1.597231	
6008.465540	1.597181	
6008.467540	1.597135	
6008.469539	1.597044	
6008.471540	1.597134	
6008.473539	1.597218	
6008.477539	1.597151	
6008.479540	1.597162	
6008.483541	1.597179	
6008.485540	1.597147	
6008.487540	1.597087	
6008.489540	1.597179	
6008.491539	1.597176	
6008.495539	1.597191	
6008.497540	1.597199	
6008.499540	1.597218	
6008.501540	1.596445	
6008.503540	1.523319	
6008.505539	1.373362	
6008.507540	1.229672	
6008.509540	1.086604	
6008.511540	0.934507	
6008.515539	0.786098	
6008.517539	0.472578	
6008.519540	0.323541	
6008.521540	0.168338	
6008.523540	0.019936	
6008.525539	-0.134931	
6008.527540	-0.292929	
6008.529539	-0.444570	
6008.531540	-0.601203	
6008.535539	-0.757457	
6008.537541	-1.073869	
6008.541540	-1.227405	
6008.543539	-1.531245	
6008.545540	-1.654793	
6008.547540	-1.663959	
6008.549539	-1.664156	
6008.553539	-1.664309	
6008.555539	-1.664696	
6008.557541	-1.664900	
6008.561540	-1.665082	
6008.563539	-1.665269	
6008.565539	-1.665347	
6008.567539	-1.665351	
6008.569539	-1.665347	
6008.573539	-1.665326	
6008.577539	-1.665303	
6008.579540	-1.665314	
6008.581540	-1.665316	
6008.583540	-1.665335	
6008.585539	-1.665376	
6008.587540	-1.665318	
6008.589539	-1.665363	
6008.591540	-1.665345	
6008.593539	-1.665313	
6008.595539	-1.665285	
6008.599540	-1.665371	
6008.601540	-1.665307	
6008.603540	-1.665314	
6008.605540	-1.665383	
6008.607539	-1.665402	
6008.609540	-1.665372	
6008.613539	-1.665343	
6008.615539	-1.665346	
6008.617540	-1.665302	
6008.621540	-1.665310	
6008.623540	-1.665333	
6008.625540	-1.665327	
6008.627539	-1.665389	
6008.629539	-1.665319	
6008.633539	-1.665298	
6008.637539	-1.665308	
6008.639541	-1.665349	
6008.641539	-1.665332	
6008.643540	-1.665278	
6008.645540	-1.665302	
6008.647539	-1.665310	
6008.651539	-1.665292	
6008.653539	-1.665352	
6008.655541	-1.665287	
6008.659540	-1.665358	
6008.661540	-1.665335	
6008.663540	-1.665296	
6008.665540	-1.665275	
6008.667540	-1.665223	
6008.671539	-1.665124	
6008.675539	-1.664854	
6008.677540	-1.664593	
6008.679539	-1.664485	
6008.681541	-1.664359	
6008.683539	-1.664246	
6008.685540	-1.664089	
6008.687539	-1.664040	
6008.689540	-1.663979	
6008.691539	-1.663859	
6008.693540	-1.663719	
6008.695541	-1.621357	
6008.699540	-1.542821	
6008.701540	-1.394669	
6008.703540	-1.326339	
6008.705540	-1.269489	
6008.709541	-1.145954	
6008.711542	-1.094114	
6008.713539	-1.039069	
6008.717539	-0.994045	
6008.719540	-0.896414	
6008.721540	-0.848650	
6008.723540	-0.800221	
6008.725540	-0.759612	
6008.727540	-0.720421	
6008.729540	-0.678466	
6008.731541	-0.648003	
6008.733539	-0.619027	
6008.735539	-0.585262	
6008.739540	-0.554555	
6008.741541	-0.490515	
6008.743540	-0.461702	
6008.745540	-0.438650	
6008.747540	-0.414867	
6008.749540	-0.393027	
6008.753539	-0.373149	
6008.755540	-0.339097	
6008.757539	-0.317691	
6008.761541	-0.299829	
6008.763539	-0.255762	
6008.765539	-0.246882	
6008.767540	-0.230819	
6008.769540	-0.217112	
6008.773539	-0.206880	
6008.775539	-0.182360	
6008.779541	-0.171848	
6008.781540	-0.146278	
6008.783540	-0.136837	
6008.785540	-0.132019	
6008.787539	-0.123357	
6008.791539	-0.113623	
6008.793540	-0.102105	
6008.795540	-0.092297	
6008.797540	-0.086982	
6008.799539	-0.080182	
6008.801540	-0.073032	
6008.803539	-0.067182	
6008.805540	-0.062957	
6008.807540	-0.053320	
6008.811539	-0.049288	
6008.813540	-0.044284	
6008.815540	-0.043588	
6008.817540	-0.037237	
6008.819540	-0.030472	
6008.821539	-0.027251	
6008.823539	-0.022304	
6008.825539	-0.018339	
6008.827539	-0.014315	
6008.831539	-0.010920	
6008.833539	-0.015288	
6008.837540	-0.014223	
6008.839539	-0.003172	
6008.841539	-0.000783	
6008.843539	0.004032	
6008.845539	0.004652	
6008.849539	0.006784	
6008.851540	-0.001815	
6008.853539	0.000994	
6008.857541	0.001249	
6008.859540	0.012416	
6008.861540	0.016098	
6008.863540	0.014703	
6008.865540	0.014953	
6008.869540	0.013972	
6008.873539	0.007771	
6008.875540	0.016432	
6008.877540	0.019242	
6008.879539	0.023080	
6008.881540	0.019630	
6008.883540	0.018934	
6008.887539	0.019602	
6008.889540	0.013304	
6008.891539	0.014665	
6008.895540	0.016600	
6008.897539	0.023067	
6008.899539	0.020499	
6008.901539	0.018356	
6008.903540	0.020438	
6008.905540	0.015216	
6008.909540	0.016895	
6008.913540	0.016808	
6008.915539	0.020676	
6008.917539	0.021189	
6008.919540	0.015916	
6008.921539	0.018269	
6008.925539	0.021093	
6008.927540	0.016499	
6008.929540	0.015257	
6008.931540	0.016409	
6008.933541	0.018105	
6008.935540	0.019324	
6008.937539	0.017354	
6008.939540	0.017676	
6008.941539	0.021016	
6008.945539	0.018792	
6008.947539	0.014751	
6008.949540	0.011528	
6008.951540	0.012242	
6008.953540	0.011674	
6008.955540	0.011340	
6008.957540	0.019558	
6008.959539	0.014348	
6008.961540	0.018996	
6008.965539	0.017658	
6008.969539	0.007852	
6008.971542	0.008491	
6008.973540	0.013441	
6008.975539	0.014835	
6008.977540	0.012761	
6008.979540	0.015182	
6008.983539	0.012456	
6008.985540	0.002937	
6008.987540	0.002559	
6008.991540	0.001712	
6008.993539	0.011496	
6008.995540	0.011340	
6008.997541	0.009830	
6008.999540	0.009320	
6009.003539	0.004778	
6009.005540	-0.002377	
6009.009540	0.000265	
6009.011540	0.008801	
6009.013540	0.007522	
6009.015540	0.001803	
6009.017539	0.005296	
6009.021539	-0.000015	
6009.023540	-0.002943	
6009.025540	-0.003061	
6009.029540	-0.001690	
6009.031539	0.003325	
6009.033541	0.000476	
6009.035539	-0.001926	
6009.037540	-0.002813	
6009.041539	-0.001270	
6009.043540	-0.005709	
6009.047541	-0.004430	
6009.049539	-0.002388	
6009.051540	-0.004311	
6009.053540	-0.004941	
6009.055540	-0.007033	
6009.059539	-0.002796	
6009.061539	-0.008698	
6009.063540	-0.006873	
6009.067540	-0.011999	
6009.069540	-0.007275	
6009.071547	-0.012541	
6009.073540	-0.008071	
6009.075539	-0.007217	
6009.079539	-0.006335	
6009.081540	-0.014730	
6009.085540	-0.017043	
6009.087540	-0.013287	
6009.089539	-0.014186	
6009.091540	-0.011299	
6009.093539	-0.012727	
6009.097539	-0.009333	
6009.099541	-0.020372	
6009.101539	-0.018821	
6009.105540	-0.020347	
6009.107540	-0.012376	
6009.109540	-0.017300	
6009.111540	-0.012998	
6009.113540	-0.012219	
6009.117539	-0.019410	
6009.119540	-0.026700	
6009.123540	-0.028723	
6009.125540	-0.017853	
6009.127540	-0.017376	
6009.129540	-0.017838	
6009.131540	-0.019004	
6009.135539	-0.029097	
6009.137539	-0.030206	
6009.139541	-0.028784	
6009.143540	-0.028310	
6009.145540	-0.021819	
6009.147539	-0.019850	
6009.149539	-0.025512	
6009.151539	-0.027035	
6009.155539	-0.028817	
6009.159539	-0.030355	
6009.161540	-0.026714	
6009.163540	-0.023034	
6009.165540	-0.028749	
6009.167539	-0.027909	
6009.169540	-0.028085	
6009.173539	-0.029386	
6009.175539	-0.035080	
6009.177539	-0.030747	
6009.181540	-0.032141	
6009.183540	-0.029748	
6009.185540	-0.029954	
6009.187540	-0.031860	
6009.189540	-0.030791	
6009.193539	-0.031026	
6009.195539	-0.034455	
6009.199540	-0.033874	
6009.201540	-0.031343	
6009.203540	-0.031741	
6009.205540	-0.032398	
6009.207539	-0.027821	
6009.211539	-0.030313	
6009.213540	-0.032511	
6009.215540	-0.032760	
6009.219540	-0.033636	
6009.221539	-0.030987	
6009.223540	-0.026498	
6009.225541	-0.024477	
6009.227540	-0.025382	
6009.229540	-0.022748	
6009.233539	-0.029033	
6009.237540	-0.030298	
6009.239539	-0.022781	
6009.241539	-0.021843	
6009.243540	-0.018546	
6009.245540	-0.012951	
6009.249540	-0.012225	
6009.251540	-0.019388	
6009.253540	-0.021662	
6009.257540	-0.018142	
6009.259539	-0.005017	
6009.261540	-0.001053	
6009.263540	-0.002158	
6009.265539	-0.000321	
6009.269539	0.002297	
6009.271540	0.000211	
6009.275540	0.006115	
6009.277540	0.021619	
6009.279539	0.024576	
6009.281540	0.026519	
6009.283540	0.029752	
6009.287539	0.032130	
6009.289539	0.035890	
6009.291539	0.043443	
6009.295540	0.048193	
6009.297540	0.071040	
6009.299539	0.073081	
6009.301540	0.078291	
6009.303539	0.086868	
6009.305539	0.090751	
6009.309540	0.097873	
6009.313540	0.118131	
6009.315540	0.141295	
6009.317539	0.151696	
6009.319540	0.158220	
6009.321540	0.173337	
6009.325539	0.184960	
6009.327540	0.210064	
6009.329540	0.224016	
6009.331539	0.237223	
6009.333542	0.257933	
6009.335540	0.275876	
6009.337539	0.290682	
6009.339540	0.308819	
6009.341539	0.333641	
6009.345539	0.353642	
6009.347539	0.389233	
6009.349540	0.410101	
6009.351539	0.434524	
6009.353540	0.462795	
6009.355540	0.490945	
6009.357540	0.522610	
6009.359540	0.551193	
6009.361540	0.583744	
6009.363540	0.617942	
6009.367540	0.680462	
6009.371540	0.716096	
6009.373541	0.804809	
6009.375540	0.845517	
6009.377539	0.889107	
6009.379540	0.939413	
6009.383539	0.982699	
6009.385540	1.074362	
6009.387539	1.126809	
6009.389540	1.182510	
6009.391540	1.237627	
6009.393540	1.297238	
6009.395539	1.358067	
6009.397540	1.419854	
6009.399540	1.482646	
6009.403539	1.549064	
6009.405539	1.596897	
6009.407539	1.597103	
6009.409540	1.597059	
6009.411540	1.597189	
6009.413539	1.597139	
6009.415540	1.597147	
6009.417540	1.597172	
6009.419540	1.597121	
6009.423539	1.597107	
6009.425540	1.597191	
6009.429540	1.597237	
6009.431540	1.597138	
6009.433540	1.597164	
6009.435540	1.597148	
6009.437540	1.597168	
6009.441539	1.597167	
6009.443540	1.597147	
6009.445541	1.597130	
6009.449540	1.597207	
6009.451540	1.597075	
6009.453540	1.597124	
6009.455539	1.597143	
6009.457540	1.597142	
6009.459540	1.597132	
6009.463539	1.597181	
6009.467540	1.597210	
6009.469540	1.597172	
6009.471539	1.597105	
6009.473541	1.597113	
6009.475540	1.597143	
6009.479539	1.597117	
6009.481540	1.597120	
6009.483540	1.597142	
6009.485539	1.597140	
6009.487541	1.597152	
6009.489540	1.597070	
6009.491541	1.597059	
6009.493539	1.597109	
6009.495540	1.597126	
6009.499539	1.597083	
6009.501540	1.597201	
6009.503539	1.597198	
6009.505540	1.597137	
6009.507540	1.597139	
6009.509540	1.597113	
6009.511540	1.597138	
6009.513540	1.597171	
6009.515540	1.597022	
6009.519539	1.597001	
6009.521539	1.597174	
6009.525540	1.597138	
6009.527540	1.597133	
6009.529541	1.597079	
6009.531540	1.592672	
6009.533540	1.497532	
6009.537539	1.357155	
6009.539539	1.082633	
6009.541539	0.949446	
6009.545540	0.808496	
6009.547540	0.536225	
6009.549540	0.390874	
6009.551541	0.250685	
6009.553539	0.111416	
6009.555539	-0.040244	
6009.559539	-0.180170	
6009.563541	-0.457388	
6009.565540	-0.726864	
6009.567540	-0.866834	
6009.569540	-1.003999	
6009.571540	-1.135417	
6009.575539	-1.262996	
6009.577540	-1.523862	
6009.579540	-1.642724	
6009.583541	-1.663828	
6009.585540	-1.664108	
6009.587539	-1.664261	
6009.589540	-1.664444	
6009.591540	-1.664571	
6009.595539	-1.664719	
6009.597541	-1.665008	
6009.601540	-1.665113	
6009.603540	-1.665228	
6009.605540	-1.665272	
6009.607540	-1.665310	
6009.609539	-1.665364	
6009.613539	-1.665339	
6009.615539	-1.665290	
6009.617540	-1.665312	
6009.621540	-1.665277	
6009.623541	-1.665300	
6009.625540	-1.665310	
6009.627539	-1.665330	
6009.629540	-1.665302	
6009.633539	-1.665308	
6009.637540	-1.665315	
6009.639540	-1.665337	
6009.641540	-1.665302	
6009.643540	-1.665298	
6009.645540	-1.665318	
6009.647541	-1.665309	
6009.651539	-1.665334	
6009.653541	-1.665267	
6009.655539	-1.665318	
6009.659540	-1.665314	
6009.661540	-1.665335	
6009.663540	-1.665308	
6009.665540	-1.665418	
6009.667540	-1.665421	
6009.671539	-1.665356	
6009.675539	-1.665339	
6009.677540	-1.665183	
6009.679540	-1.665111	
6009.681540	-1.664980	
6009.683540	-1.664899	
6009.685540	-1.664855	
6009.687539	-1.664724	
6009.689540	-1.664618	
6009.691539	-1.664481	
6009.693539	-1.664326	
6009.697539	-1.664287	
6009.699540	-1.664116	
6009.701540	-1.664033	
6009.703540	-1.663892	
6009.705540	-1.663779	
6009.707540	-1.653842	
6009.711539	-1.591884	
6009.713540	-1.459465	
6009.715540	-1.393062	
6009.719540	-1.333614	
6009.721541	-1.213824	
6009.723539	-1.157757	
6009.725540	-1.100861	
6009.727540	-1.047891	
6009.731539	-0.996760	
6009.733539	-0.906887	
6009.735540	-0.865401	
6009.737540	-0.820049	
6009.739540	-0.777331	
6009.741540	-0.727968	
6009.743539	-0.693849	
6009.745540	-0.653860	
6009.747540	-0.616238	
6009.751539	-0.589680	
6009.753540	-0.528915	
6009.757540	-0.500928	
6009.759539	-0.439812	
6009.761539	-0.413528	
6009.763539	-0.388994	
6009.765540	-0.364048	
6009.769539	-0.347519	
6009.771540	-0.312133	
6009.773540	-0.292991	
6009.777540	-0.271882	
6009.779540	-0.225335	
6009.781540	-0.211022	
6009.783539	-0.204107	
6009.785540	-0.185649	
6009.787540	-0.174890	
6009.791539	-0.167288	
6009.795540	-0.137029	
6009.797539	-0.107511	
6009.799541	-0.103288	
6009.801539	-0.093883	
6009.803540	-0.084933	
6009.807539	-0.078016	
6009.809539	-0.063882	
6009.811540	-0.055863	
6009.813539	-0.047758	
6009.815540	-0.036778	
6009.817540	-0.031219	
6009.819540	-0.027432	
6009.821541	-0.022740	
6009.823540	-0.019684	
6009.827539	-0.012235	
6009.829540	-0.007678	
6009.831539	-0.003257	
6009.833540	-0.001835	
6009.835540	0.005136	
6009.837540	0.009320	
6009.839540	0.010165	
6009.841540	0.017056	
6009.843540	0.020524	
6009.847539	0.019937	
6009.851539	0.016048	
6009.853540	0.023560	
6009.855540	0.026618	
6009.857539	0.033033	
6009.859540	0.032470	
6009.861540	0.037714	
6009.865539	0.039111	
6009.867539	0.030894	
6009.869540	0.032180	
6009.873540	0.030397	
6009.875540	0.043743	
6009.877539	0.044767	
6009.879541	0.041702	
6009.881539	0.043438	
6009.885539	0.038902	
6009.887540	0.035657	
6009.891542	0.034580	
6009.893539	0.045719	
6009.895540	0.044373	
6009.897540	0.048129	
6009.899539	0.041507	
6009.903539	0.042789	
6009.905540	0.034701	
6009.907540	0.037442	
6009.911540	0.037604	
6009.913541	0.045375	
6009.915540	0.043541	
6009.917539	0.040519	
6009.919540	0.041851	
6009.921539	0.040091	
6009.925540	0.032631	
6009.929540	0.036291	
6009.931539	0.041550	
6009.933540	0.041585	
6009.935541	0.035621	
6009.937539	0.037824	
6009.941539	0.036485	
6009.943539	0.029921	
6009.945540	0.032001	
6009.947540	0.034740	
6009.949540	0.034125	
6009.951539	0.036272	
6009.953539	0.032155	
6009.955540	0.031440	
6009.957539	0.035796	
6009.961539	0.034160	
6009.963539	0.030331	
6009.965541	0.025981	
6009.967539	0.027238	
6009.969540	0.031011	
6009.971540	0.027366	
6009.973539	0.028311	
6009.975539	0.031157	
6009.977540	0.030986	
6009.981539	0.028751	
6009.983540	0.020046	
6009.987540	0.020263	
6009.989540	0.022225	
6009.991540	0.027776	
6009.993540	0.023384	
6009.995540	0.026205	
6009.999539	0.027258	
6010.001539	0.016024	
6010.003540	0.014465	
6010.007540	0.012272	
6010.009540	0.022719	
6010.011540	0.020801	
6010.013540	0.019892	
6010.015540	0.018730	
6010.019539	0.016765	
6010.021540	0.007873	
6010.025540	0.007073	
6010.027540	0.018457	
6010.029546	0.015065	
6010.031540	0.015056	
6010.033540	0.013200	
6010.037539	0.011607	
6010.039539	0.002712	
6010.041539	0.007520	
6010.043540	0.006698	
6010.045541	0.010769	
6010.047540	0.013919	
6010.049540	0.009042	
6010.051540	0.007073	
6010.053539	0.006497	
6010.057540	0.003967	
6010.059540	0.001211	
6010.061539	0.000377	
6010.063539	-0.000112	
6010.065544	0.003962	
6010.067540	0.005835	
6010.069540	0.005116	
6010.071539	0.003237	
6010.073539	0.003574	
6010.077539	0.001381	
6010.079541	-0.004299	
6010.081539	-0.001828	
6010.083540	-0.005816	
6010.085540	-0.001787	
6010.087540	-0.000486	
6010.089540	-0.002809	
6010.091540	-0.001984	
6010.093540	0.000191	
6010.097540	-0.003236	
6010.101539	-0.010771	
6010.103540	-0.006302	
6010.105539	-0.007559	
6010.107540	-0.003412	
6010.109539	-0.005829	
6010.111540	-0.005812	
6010.115539	-0.003702	
6010.117541	-0.015522	
6010.119540	-0.015885	
6010.123540	-0.019944	
6010.125539	-0.008576	
6010.127539	-0.007440	
6010.129540	-0.011454	
6010.131540	-0.007524	
6010.135539	-0.014470	
6010.137540	-0.020086	
6010.141540	-0.021772	
6010.143539	-0.015862	
6010.145540	-0.011009	
6010.147540	-0.014717	
6010.149541	-0.014677	
6010.153539	-0.016919	
6010.155540	-0.026774	
6010.157540	-0.022976	
6010.161540	-0.023938	
6010.163539	-0.017010	
6010.165540	-0.019297	
6010.167539	-0.021537	
6010.169540	-0.021755	
6010.171540	-0.023510	
6010.175540	-0.027238	
6010.179540	-0.027838	
6010.181541	-0.021844	
6010.183540	-0.025604	
6010.185540	-0.025736	
6010.187539	-0.026097	
6010.191539	-0.026709	
6010.193540	-0.031309	
6010.195540	-0.029680	
6010.197540	-0.028522	
6010.199540	-0.028672	
6010.201540	-0.025857	
6010.203539	-0.026814	
6010.205540	-0.030288	
6010.207540	-0.026455	
6010.211539	-0.028485	
6010.213540	-0.032639	
6010.215539	-0.034745	
6010.217539	-0.034191	
6010.219540	-0.030385	
6010.221540	-0.027343	
6010.223541	-0.029640	
6010.225539	-0.026906	
6010.227539	-0.023656	
6010.231539	-0.029199	
6010.233539	-0.035718	
6010.235539	-0.032843	
6010.237540	-0.033203	
6010.239540	-0.028292	
6010.241540	-0.026142	
6010.243539	-0.026802	
6010.245539	-0.023182	
6010.247540	-0.022099	
6010.251539	-0.025029	
6010.253540	-0.031257	
6010.257540	-0.029431	
6010.259540	-0.016772	
6010.261541	-0.017511	
6010.263540	-0.015306	
6010.265540	-0.013592	
6010.269539	-0.013816	
6010.271540	-0.018883	
6010.273541	-0.016521	
6010.277540	-0.013366	
6010.279540	-0.002520	
6010.281540	-0.002101	
6010.283540	-0.002858	
6010.285540	-0.001255	
6010.289539	0.001167	
6010.291540	0.002987	
6010.295540	0.006594	
6010.297540	0.020320	
6010.299540	0.020467	
6010.301547	0.022528	
6010.303539	0.029029	
6010.307539	0.031487	
6010.309539	0.037739	
6010.311540	0.045617	
6010.315540	0.051668	
6010.317540	0.067753	
6010.319540	0.074034	
6010.321539	0.080796	
6010.323540	0.087069	
6010.325540	0.097462	
6010.329540	0.101713	
6010.333540	0.122472	
6010.335540	0.147646	
6010.337541	0.157675	
6010.339539	0.165883	
6010.341540	0.185340	
6010.345539	0.194297	
6010.347539	0.224296	
6010.349540	0.235187	
6010.351539	0.253956	
6010.353541	0.275277	
6010.355540	0.295795	
6010.357539	0.317776	
6010.359539	0.337195	
6010.361539	0.359667	
6010.365539	0.378968	
6010.367539	0.422001	
6010.369540	0.448009	
6010.371540	0.476970	
6010.373540	0.511155	
6010.375540	0.548015	
6010.377539	0.579276	
6010.379540	0.612602	
6010.381539	0.652676	
6010.385540	0.684762	
6010.387540	0.761379	
6010.391540	0.802225	
6010.393541	0.907127	
6010.395540	0.958535	
6010.397539	1.008859	
6010.399539	1.058947	
6010.403539	1.117937	
6010.405539	1.227915	
6010.407540	1.291818	
6010.409539	1.359795	
6010.411540	1.433834	
6010.413540	1.513616	
6010.415540	1.580630	
6010.417540	1.596439	
6010.419540	1.597093	
6010.423539	1.597082	
6010.425539	1.597128	
6010.427539	1.597222	
6010.429539	1.597182	
6010.431541	1.597197	
6010.433540	1.597143	
6010.435540	1.597109	
6010.437539	1.597042	
6010.439539	1.597018	
6010.443539	1.597009	
6010.445539	1.597009	
6010.449540	1.597022	
6010.451540	1.596999	
6010.453540	1.596986	
6010.455539	1.597023	
6010.457540	1.597013	
6010.461539	1.597002	
6010.463540	1.597079	
6010.465539	1.597054	
6010.469540	1.597119	
6010.471540	1.597058	
6010.473540	1.597016	
6010.475540	1.597031	
6010.477540	1.597055	
6010.479539	1.596992	
6010.483539	1.597112	
6010.487540	1.597191	
6010.489540	1.597107	
6010.491541	1.597090	
6010.493539	1.597093	
6010.495540	1.597068	
6010.499539	1.597098	
6010.501540	1.597154	
6010.503541	1.597082	
6010.505540	1.597059	
6010.507541	1.597076	
6010.509540	1.597029	
6010.511539	1.597005	
6010.513540	1.597028	
6010.515539	1.596973	
6010.519539	1.597020	
6010.521540	1.597038	
6010.523539	1.596977	
6010.525539	1.597034	
6010.527540	1.597056	
6010.529540	1.596983	
6010.531540	1.597039	
6010.533539	1.597054	
6010.535539	1.597094	
6010.539539	1.597066	
6010.543539	1.597174	
6010.545540	1.597155	
6010.547540	1.597095	
6010.549540	1.597103	
6010.551541	1.597088	
6010.553540	1.597106	
6010.557539	1.597092	
6010.559540	1.597168	
6010.561541	1.597131	
6010.565540	1.597166	
6010.567540	1.596028	
6010.569539	1.521672	
6010.571539	1.368240	
6010.573540	1.223728	
6010.575539	1.077903	
6010.579539	0.923748	
6010.583540	0.625413	
6010.585540	0.334277	
6010.587541	0.178239	
6010.589540	0.022080	
6010.591540	-0.126403	
6010.595539	-0.283090	
6010.597540	-0.591612	
6010.599540	-0.748800	
6010.601540	-0.903171	
6010.603542	-1.053206	
6010.605540	-1.205351	
6010.607540	-1.351806	
6010.609541	-1.513460	
6010.611541	-1.645106	
6010.613540	-1.664033	
6010.615539	-1.664228	
6010.619539	-1.664360	
6010.621539	-1.664715	
6010.623542	-1.664910	
6010.625540	-1.665080	
6010.627539	-1.665182	
6010.629540	-1.665290	
6010.631539	-1.665413	
6010.633541	-1.665412	
6010.635541	-1.665431	
6010.639540	-1.665421	
6010.641540	-1.665433	
6010.643540	-1.665374	
6010.645539	-1.665446	
6010.647540	-1.665422	
6010.649540	-1.665392	
6010.651540	-1.665413	
6010.653540	-1.665411	
6010.655540	-1.665430	
6010.657539	-1.665404	
6010.661539	-1.665389	
6010.663540	-1.665434	
6010.665540	-1.665447	
6010.667540	-1.665399	
6010.669540	-1.665437	
6010.671539	-1.665443	
6010.673540	-1.665418	
6010.675540	-1.665493	
6010.677541	-1.665448	
6010.679539	-1.665431	
6010.681539	-1.665383	
6010.685540	-1.665399	
6010.687540	-1.665401	
6010.689539	-1.665414	
6010.691539	-1.665410	
6010.693539	-1.665404	
6010.697539	-1.665410	
6010.699545	-1.665363	
6010.701539	-1.665414	
6010.705540	-1.665363	
6010.707541	-1.665396	
6010.709541	-1.665469	
6010.711539	-1.665418	
6010.713539	-1.665409	
6010.717539	-1.665420	
6010.721539	-1.665418	
6010.723540	-1.665397	
6010.725540	-1.665444	
6010.727541	-1.665427	
6010.729539	-1.665421	
6010.731540	-1.665355	
6010.733539	-1.665245	
6010.735540	-1.665273	
6010.737541	-1.665202	
6010.739539	-1.665058	
6010.741541	-1.664887	
6010.745540	-1.664734	
6010.747540	-1.664495	
6010.749542	-1.664382	
6010.751539	-1.664301	
6010.753541	-1.664178	
6010.755540	-1.664043	
6010.757539	-1.663944	
6010.759540	-1.663815	
6010.761539	-1.649250	
6010.763540	-1.574470	
6010.767540	-1.495947	
6010.769542	-1.349197	
6010.771540	-1.283910	
6010.773540	-1.223668	
6010.775540	-1.157685	
6010.777540	-1.100413	
6010.779539	-1.049881	
6010.781540	-0.994649	
6010.783539	-0.948062	
6010.787539	-0.898551	
6010.789540	-0.806307	
6010.791540	-0.755098	
6010.793539	-0.715966	
